match_id,team1_id,team2_id,winner,loser,drawn,tied,date,type_of_match
578862,527,469,469,527,,,2012-10-26,Women's T20
578863,583,257,257,583,,,2012-10-26,Women's T20
578864,651,681,0,,,1,2012-10-26,Women's T20
578865,527,469,469,527,,,2012-10-28,Women's T20
578866,583,257,257,583,,,2012-10-28,Women's T20
578867,651,681,651,681,,,2012-10-28,Women's T20
578868,257,651,257,651,,,2012-11-09,Women's T20
578869,583,622,622,583,,,2012-11-09,Women's T20
578870,681,527,681,527,,,2012-11-09,Women's T20
578871,257,651,257,651,,,2012-11-11,Women's T20
578872,583,622,583,622,,,2012-11-11,Women's T20
578873,681,527,527,681,,,2012-11-11,Women's T20
578874,469,681,469,681,,,2012-11-23,Women's T20
578875,622,257,622,257,,,2012-11-23,Women's T20
578876,651,583,651,583,,,2012-11-23,Women's T20
578877,469,681,469,681,,,2012-11-25,Women's T20
578878,622,257,257,622,,,2012-11-25,Women's T20
578879,651,583,651,583,,,2012-11-25,Women's T20
578880,527,651,651,527,,,2012-12-07,Women's T20
578881,681,583,681,583,,,2012-12-07,Women's T20
578882,469,622,469,622,,,2012-12-08,Women's T20
578883,469,622,469,622,,,2012-12-09,Women's T20
578884,527,651,651,527,,,2012-12-09,Women's T20
578885,681,583,681,583,,,2012-12-09,Women's T20
578886,257,527,257,527,,,2012-12-21,Women's T20
578887,583,469,469,583,,,2012-12-21,Women's T20
578888,622,651,622,651,,,2012-12-22,Women's T20
578889,257,527,527,257,,,2012-12-23,Women's T20
578890,583,469,469,583,,,2012-12-23,Women's T20
578891,622,651,651,622,,,2012-12-23,Women's T20
578892,257,681,681,257,,,2013-01-04,Women's T20
578893,651,469,469,651,,,2013-01-04,Women's T20
578894,622,527,622,527,,,2013-01-05,Women's T20
578895,257,681,681,257,,,2013-01-06,Women's T20
578896,651,469,469,651,,,2013-01-06,Women's T20
578897,622,527,527,622,,,2013-01-07,Women's T20
578898,681,469,469,681,,,2013-01-19,Women's T20
579159,611,5,0,,1,,1969-12-26,First-class
579160,635,5,0,,1,,1970-01-09,First-class
579161,438,5,0,,1,,1970-01-17,First-class
579192,1167,1509,1509,1167,,,1971-09-19,List A
579212,1241,6,6,1241,,,1971-06-23,First-class
579290,1035,6,1035,6,,,1971-06-26,First-class
579291,1357,6,0,,1,,1971-06-30,First-class
579292,1149,6,0,,1,,1971-07-03,First-class
579293,1184,6,6,1184,,,1971-07-07,First-class
579294,1479,6,6,1479,,,1971-07-10,First-class
579295,1080,6,6,1080,,,1971-07-14,First-class
579296,1102,6,6,1102,,,1971-07-17,First-class
579297,1252,6,0,,1,,1971-07-28,First-class
579298,1515,6,0,,1,,1971-08-11,First-class
579299,1282,6,0,,1,,1971-08-14,First-class
579300,1422,6,0,,1,,1971-08-25,First-class
579301,1384,6,0,,1,,1971-08-28,First-class
579302,1509,6,0,,1,,1971-09-01,First-class
579303,1323,6,6,1323,,,1971-09-04,First-class
579305,1509,7,0,,1,,1971-05-01,First-class
579306,1479,7,7,1479,,,1971-05-05,First-class
579309,1272,7,1272,7,,,1971-05-08,First-class
579312,1102,7,0,,1,,1971-05-12,First-class
579314,910,7,910,7,,,1971-05-15,First-class
579315,1282,7,0,,1,,1971-05-19,First-class
579498,1217,7,0,,1,,1971-05-22,First-class
579500,1149,7,0,,1,,1971-05-26,First-class
579501,1085,7,7,1085,,,1971-05-29,First-class
579502,1515,7,0,,1,,1971-06-09,First-class
579503,4228,7,0,,1,,1971-06-12,First-class
579504,1080,7,1080,7,,,1971-06-23,First-class
579505,1167,7,0,,1,,1971-06-26,First-class
579506,955,7,7,955,,,1971-07-03,First-class
579507,1409,7,7,1409,,,1971-07-14,First-class
579509,30,7,7,30,,,1971-06-30,First-class
579715,4240,3379,4240,3379,,,2012-09-06,Women's ODI
579716,4240,3379,3379,4240,,,2012-09-07,Women's ODI
579717,4240,3379,3379,4240,,,2012-09-09,Women's ODI
579718,4240,3379,4240,3379,,,2012-09-11,Women's T20I
579719,4240,3379,3379,4240,,,2012-09-12,Women's T20I
579720,4240,3379,3379,4240,,,2012-09-14,Women's T20I
579954,3841,40,40,3841,,,2012-09-06,Twenty20
579955,3841,3770,3841,3770,,,2012-09-07,Twenty20
579956,40,3770,40,3770,,,2012-09-08,Twenty20
580002,1357,6,0,,1,,1974-04-22,First-class
580004,1509,6,0,,1,,1974-04-27,First-class
580006,1102,6,0,,1,,1974-05-05,First-class
580007,1184,6,0,,1,,1974-05-08,First-class
580008,1515,6,0,,1,,1974-05-11,First-class
580009,1167,6,0,,1,,1974-05-15,First-class
580010,1217,6,0,,1,,1974-05-18,First-class
580011,1272,6,0,,1,,1974-05-22,First-class
580012,1035,6,0,,1,,1974-05-25,First-class
580013,1409,6,6,1409,,,1974-05-29,First-class
580014,955,6,6,955,,,1974-06-01,First-class
580015,1317,6,6,1317,,,1974-06-12,First-class
580016,1085,6,6,1085,,,1974-06-15,First-class
580017,1282,6,0,,1,,1974-06-29,First-class
580019,2885,3105,2885,3105,,,1980-01-21,First-class
580038,1241,7,0,,1,,1982-06-23,First-class
580039,1422,7,7,1422,,,1982-06-26,First-class
580046,1102,7,1102,7,,,1982-06-30,First-class
580047,1080,7,7,1080,,,1982-07-03,First-class
580049,1384,7,0,,1,,1982-07-07,First-class
580050,1509,7,7,1509,,,1982-07-10,First-class
580051,1184,7,0,,1,,1982-07-21,First-class
580052,955,7,7,955,,,1982-07-24,First-class
580053,1167,7,0,,1,,1982-08-21,First-class
580054,953,7,953,7,,,1982-09-01,First-class
580060,3813,2,2,3813,,,1984-02-18,First-class
580061,3793,2,0,,1,,1984-02-24,First-class
580062,3770,2,0,,1,,1984-03-24,First-class
580067,3872,2,0,,1,,1984-04-14,First-class
580068,3802,2,0,3802,,,1984-04-21,First-class
580069,3802,2,0,3802,,,1984-04-23,List A
580071,3802,2,0,3802,,,1984-04-24,List A
580158,1102,4,4,1102,,,1988-05-12,List A
580159,1384,4,4,1384,,,1988-05-14,First-class
580160,1085,4,0,,1,,1988-05-25,First-class
580161,1509,4,0,,1,,1988-05-28,First-class
580162,1167,4,0,,1,,1988-06-08,First-class
580163,1272,4,0,,1,,1988-06-11,First-class
580164,1149,4,4,1149,,,1988-06-25,First-class
580165,1080,4,0,,1,,1988-07-13,First-class
580166,1184,4,0,,1,,1988-07-16,First-class
580167,1282,4,0,,1,,1988-07-27,First-class
580169,1035,4,0,,1,,1988-07-30,First-class
580326,1422,1515,1515,1422,,,1939-08-30,First-class
580513,1422,6,0,,1,,1996-05-16,First-class
580514,1085,6,0,,1,,1996-05-11,First-class
580518,1241,6,6,1241,,,1996-05-19,List A
580520,1272,6,1272,6,,,1996-05-21,List A
580523,1035,6,0,,1,,1996-05-28,First-class
580528,1184,6,0,,1,,1996-06-01,First-class
580529,955,6,955,6,,,1996-06-13,First-class
580531,884,6,0,,1,,1996-06-26,First-class
580532,1102,6,0,,1,,1996-06-29,First-class
580603,125,147,147,125,,,2012-09-03,Twenty20
580604,137,131,137,131,,,2012-09-06,Twenty20
580605,161,200,200,161,,,2012-09-03,Twenty20
580606,45,185,185,45,,,2012-09-03,Twenty20
580607,123,131,131,123,,,2012-09-03,Twenty20
580608,129,185,185,129,,,2012-09-03,Twenty20
580609,147,204,204,147,,,2012-09-03,Twenty20
580610,22,161,22,161,,,2012-09-03,Twenty20
580611,123,125,125,123,,,2012-09-04,Twenty20
580612,129,200,200,129,,,2012-09-04,Twenty20
580613,137,204,204,137,,,2012-09-04,Twenty20
580614,22,45,22,45,,,2012-09-04,Twenty20
580615,125,131,131,125,,,2012-09-04,Twenty20
580616,137,147,147,137,,,2012-09-04,Twenty20
580617,161,45,45,161,,,2012-09-04,Twenty20
580618,185,200,200,185,,,2012-09-04,Twenty20
580619,123,147,147,123,,,2012-09-05,Twenty20
580620,129,161,129,161,,,2012-09-05,Twenty20
580621,131,204,204,131,,,2012-09-05,Twenty20
580622,22,185,22,185,,,2012-09-05,Twenty20
580623,125,204,125,204,,,2012-09-05,Twenty20
580624,129,45,129,45,,,2012-09-05,Twenty20
580625,137,123,137,123,,,2012-09-05,Twenty20
580626,22,200,22,200,,,2012-09-05,Twenty20
580627,131,147,131,147,,,2012-09-06,Twenty20
580628,137,125,137,125,,,2012-09-06,Twenty20
580629,161,185,185,161,,,2012-09-06,Twenty20
580630,45,200,200,45,,,2012-09-06,Twenty20
580631,123,204,204,123,,,2012-09-06,Twenty20
580632,129,22,22,129,,,2012-09-06,Twenty20
580633,200,204,204,200,,,2012-09-07,Twenty20
580634,147,22,147,22,,,2012-09-07,Twenty20
580635,137,129,137,129,,,2012-09-07,Twenty20
580636,123,45,123,45,,,2012-09-07,Twenty20
580637,131,185,131,185,,,2012-09-07,Twenty20
580638,125,161,161,125,,,2012-09-07,Twenty20
580639,22,200,200,22,,,2012-09-08,Twenty20
580640,123,161,161,123,,,2012-09-08,Twenty20
580641,125,45,125,45,,,2012-09-08,Twenty20
580642,147,204,147,204,,,2012-09-08,Twenty20
580643,137,131,137,131,,,2012-09-08,Twenty20
580644,129,185,185,129,,,2012-09-08,Twenty20
580724,2520,2621,2621,2520,,,2012-10-27,First-class
580725,2533,2651,2651,2533,,,2012-10-28,First-class
580726,2533,2510,2533,2510,,,2012-11-04,First-class
580727,2567,2621,0,,1,,2012-11-04,First-class
580728,2510,2567,2510,2567,,,2012-11-10,First-class
580729,2621,2520,0,,1,,2012-11-12,First-class
580730,2567,2533,2533,2567,,,2012-11-17,First-class
580731,2520,2651,2520,2651,,,2012-11-19,First-class
580732,2533,2621,2533,2621,,,2012-11-26,First-class
580733,2510,2651,0,,1,,2012-11-26,First-class
580734,2510,2621,2621,2510,,,2012-12-02,First-class
580735,2567,2520,0,,1,,2012-12-02,First-class
580736,2651,2533,2651,2533,,,2012-12-10,First-class
580737,2510,2520,2510,2520,,,2012-12-16,First-class
580738,2621,2533,0,,1,,2012-12-17,First-class
580739,2651,2567,2567,2651,,,2012-12-17,First-class
580740,2533,2520,2533,2520,,,2013-01-24,First-class
580741,2567,2510,2567,2510,,,2013-01-24,First-class
580742,2621,2651,2621,2651,,,2013-01-24,First-class
580743,2510,2533,2533,2510,,,2013-01-30,First-class
580744,2621,2567,2621,2567,,,2013-01-31,First-class
580745,2651,2520,2520,2651,,,2013-01-31,First-class
580746,2520,2567,2567,2520,,,2013-02-07,First-class
580747,2651,2510,0,,1,,2013-02-07,First-class
580748,2520,2533,2533,2520,,,2013-02-14,First-class
580749,2567,2651,2567,2651,,,2013-02-14,First-class
580750,2621,2510,2621,2510,,,2013-02-14,First-class
580751,2520,2510,2520,2510,,,2013-02-20,First-class
580752,2533,2567,0,,1,,2013-02-20,First-class
580753,2651,2621,2651,2621,,,2013-02-20,First-class
580785,2520,2510,2510,2520,,,2013-02-26,List A
580786,2533,2567,2567,2533,,,2013-02-26,List A
580787,2651,2621,2651,2621,,,2013-02-26,List A
580788,2651,2533,2533,2651,,,2013-02-28,List A
580789,2567,2510,2567,2510,,,2013-02-28,List A
580790,2520,2621,2520,2621,,,2013-02-28,List A
580791,2533,2520,2520,2533,,,2013-03-03,List A
580792,2621,2567,2567,2621,,,2013-03-03,List A
580793,2651,2510,2510,2651,,,2013-03-03,List A
580794,2510,2520,2510,2520,,,2013-03-06,List A
580795,2567,2533,2533,2567,,,2013-03-06,List A
580796,2621,2651,2651,2621,,,2013-03-06,List A
580797,2510,2651,2510,2651,,,2013-03-09,List A
580798,2533,2621,2621,2533,,,2013-03-10,List A
580799,2567,2520,2520,2567,,,2013-03-10,List A
580800,2510,2533,2510,2533,,,2013-03-13,List A
580801,2520,2651,2651,2520,,,2013-03-13,List A
580802,2567,2621,2567,2621,,,2013-03-13,List A
580803,2510,2567,0,2510,,,2013-03-17,List A
580804,2533,2651,0,2533,,,2013-03-17,List A
580805,2621,2520,0,2621,,,2013-03-17,List A
580806,2520,2533,2520,2533,,,2013-03-20,List A
580807,2621,2510,2621,2510,,,2013-03-20,List A
580808,2651,2567,2651,2567,,,2013-03-20,List A
580809,2510,2520,2510,2520,,,2013-03-24,List A
580810,2651,2567,2651,2567,,,2013-03-24,List A
580811,2520,2651,2520,2651,,,2013-03-27,List A
580812,2510,2520,2510,2520,,,2013-03-31,List A
580863,4591,4593,4593,4591,,,2012-10-30,First-class
580864,4590,4594,4590,4594,,,2012-10-30,First-class
580865,4593,4592,4592,4593,,,2012-11-06,First-class
580866,4594,4591,4594,4591,,,2012-11-06,First-class
580867,4591,4592,4592,4591,,,2012-11-13,First-class
580868,4590,4593,4590,4593,,,2012-11-13,First-class
580869,4594,4592,4594,4592,,,2012-11-20,First-class
580870,4590,4591,4590,4591,,,2012-11-20,First-class
580871,4592,4590,4590,4592,,,2012-11-27,First-class
580872,4593,4594,4593,4594,,,2012-11-27,First-class
580873,4592,4591,4592,4591,,,2013-01-22,First-class
580874,4593,4590,4593,4590,,,2013-03-05,First-class
580875,4592,4594,4594,4592,,,2013-01-29,First-class
580876,4591,4590,0,,1,,2013-01-29,First-class
580877,4590,4592,4590,4592,,,2013-02-05,First-class
580878,4594,4593,4594,4593,,,2013-02-05,First-class
580879,4593,4591,0,,1,,2013-02-19,First-class
580880,4594,4590,0,,1,,2013-02-19,First-class
580881,4591,4594,4594,4591,,,2013-02-26,First-class
580882,4592,4593,4592,4593,,,2013-02-26,First-class
580883,4591,4593,4591,4593,,,2012-10-06,List A
580884,4590,4594,4594,4590,,,2012-10-06,List A
580885,4593,4592,4592,4593,,,2012-10-10,List A
580886,4594,4591,0,4594,,,2012-10-24,List A
580887,4592,4591,4592,4591,,,2012-10-13,List A
580888,4593,4590,4590,4593,,,2012-10-13,List A
580889,4592,4594,4592,4594,,,2012-10-17,List A
580890,4591,4590,4591,4590,,,2012-10-17,List A
580891,4590,4592,4590,4592,,,2012-10-20,List A
580892,4594,4593,4594,4593,,,2012-10-20,List A
580893,4593,4591,0,4593,,,2012-12-08,List A
580894,4594,4590,4590,4594,,,2012-12-08,List A
580895,4591,4594,4591,4594,,,2012-12-12,List A
580896,4592,4593,4592,4593,,,2012-12-12,List A
580897,4591,4592,0,4591,,,2013-01-05,List A
580898,4590,4593,4590,4593,,,2013-01-05,List A
580899,4594,4592,4594,4592,,,2013-01-09,List A
580900,4590,4591,4590,4591,,,2013-01-09,List A
580901,4592,4590,0,4592,,,2013-01-12,List A
580902,4593,4594,0,4593,,,2013-01-12,List A
580903,4590,4591,4591,4590,,,2013-01-19,List A
581844,1080,4,0,,1,,1991-07-16,First-class
581846,1085,4,4,1085,,,1991-05-14,List A
581847,1509,4,0,,1,,1991-05-15,First-class
581848,1241,4,4,1241,,,1991-05-18,First-class
581849,1384,4,0,,1,,1991-05-29,First-class
581850,1184,4,4,1184,,,1991-06-01,First-class
581874,955,4,0,,1,,1991-06-12,First-class
581875,1272,4,0,,1,,1991-06-15,First-class
581876,1102,4,0,,1,,1991-06-29,First-class
581877,1149,4,4,1149,,,1991-07-20,First-class
581878,1085,4,0,,1,,1991-07-31,First-class
581879,1035,4,0,,1,,1991-08-03,First-class
581882,219,4,0,,1,,1991-08-28,First-class
582006,719,4782,0,719,,,2012-10-04,Twenty20
582007,719,4782,719,4782,,,2012-10-05,Twenty20
582186,8,5,0,8,,,2012-10-30,T20I
582187,8,5,0,8,,,2012-11-01,ODI
582188,8,5,8,5,,,2012-11-04,ODI
582189,8,5,8,5,,,2012-11-06,ODI
582190,8,5,8,5,,,2012-11-10,ODI
582191,8,5,0,8,,,2012-11-12,ODI
582192,8,5,8,5,,,2012-11-17,Test
582193,8,5,5,8,,,2012-11-25,Test
582703,2591,1832,0,2591,,,2012-09-18,List A
582781,2063,1808,2063,1808,,,2013-02-13,List A
582782,1803,2170,2170,1803,,,2013-02-13,List A
582783,1719,1879,1719,1879,,,2013-02-13,List A
582784,1719,2063,0,1719,,,2013-02-15,List A
582785,2170,1879,0,2170,,,2013-02-15,List A
582786,1803,1808,0,1803,,,2013-02-15,List A
582787,2063,1879,2063,1879,,,2013-02-17,List A
582788,1719,1803,0,1719,,,2013-02-17,List A
582789,1808,2170,0,1808,,,2013-02-17,List A
582790,1719,1808,1719,1808,,,2013-02-19,List A
582791,1803,1879,1803,1879,,,2013-02-19,List A
582792,2063,2170,2063,2170,,,2013-02-19,List A
582793,1808,1879,1808,1879,,,2013-02-21,List A
582794,1803,2063,2063,1803,,,2013-02-21,List A
582795,1719,2170,1719,2170,,,2013-02-21,List A
583060,635,3,635,3,,,1993-12-04,First-class
583120,2573,2531,2531,2573,,,2012-11-23,Women's T20
583121,2627,2518,2627,2518,,,2012-11-23,Women's T20
583122,2659,2539,2659,2539,,,2012-11-23,Women's T20
583123,2531,2627,2531,2627,,,2012-11-30,Women's T20
583124,2539,2518,2539,2518,,,2012-11-30,Women's T20
583125,2573,2659,2659,2573,,,2012-11-30,Women's T20
583126,2518,2573,2518,2573,,,2012-12-07,Women's T20
583127,2539,2627,2627,2539,,,2012-12-07,Women's T20
583128,2659,2531,2531,2659,,,2012-12-07,Women's T20
583129,2531,2518,2531,2518,,,2012-12-27,Women's T20
583130,2539,2573,2573,2539,,,2012-12-27,Women's T20
583131,2627,2659,2659,2627,,,2012-12-27,Women's T20
583132,2518,2659,2518,2659,,,2013-01-01,Women's T20
583133,2531,2539,2531,2539,,,2013-01-01,Women's T20
583134,2627,2573,2627,2573,,,2013-01-01,Women's T20
583135,2531,2659,2659,2531,,,2013-01-12,Women's T20
583772,1272,2,2,1272,,,1997-05-17,List A
583773,1509,2,1509,2,,,1997-05-18,List A
583775,975,2,0,975,,,1997-05-20,List A
583776,1085,2,0,,1,,1997-05-27,First-class
583778,955,2,955,2,,,1997-05-31,First-class
583781,1282,2,0,,1,,1997-06-11,First-class
583782,1184,2,2,1184,,,1997-06-14,First-class
583783,884,2,0,884,,,1997-06-25,First-class
583784,1102,2,2,1102,,,1997-06-28,First-class
583785,1080,2,0,,1,,1997-07-16,First-class
583787,1241,2,0,,1,,1997-07-19,First-class
583788,1384,2,0,,1,,1997-08-01,First-class
583834,100,1832,100,1832,,,1999-09-18,List A
583835,100,1832,100,1832,,,1999-09-19,List A
583836,100,1832,100,1832,,,1999-09-21,List A
583935,1837,5,0,,1,,1999-10-05,First-class
583936,1923,5,1923,5,,,1999-10-17,First-class
583940,3254,3316,3316,3254,,,1999-10-07,First-class
583941,3273,3212,0,,1,,1999-10-07,First-class
583942,3279,3282,3282,3279,,,1999-10-07,First-class
583943,3329,3296,0,,1,,1999-10-07,First-class
583944,3259,3279,0,,1,,1999-10-14,First-class
583945,3273,3408,0,,1,,1999-10-14,First-class
583946,3316,3282,0,,1,,1999-10-14,First-class
583947,3212,3408,0,,1,,1999-10-21,First-class
583948,3282,3259,3282,3259,,,1999-10-21,First-class
583949,3316,3219,0,,1,,1999-10-21,First-class
583950,3219,3279,3219,3279,,,1999-10-28,First-class
583951,3259,3254,3259,3254,,,1999-10-28,First-class
583952,3408,3296,3296,3408,,,1999-10-28,First-class
583953,3282,3254,3282,3254,,,1999-11-04,First-class
583954,3279,3316,3316,3279,,,1999-11-04,First-class
583955,3329,3273,3273,3329,,,1999-11-04,First-class
583956,3212,3329,3212,3329,,,1999-11-11,First-class
583957,3259,3316,3259,3316,,,1999-11-11,First-class
583958,3282,3219,3219,3282,,,1999-11-11,First-class
583959,3219,3259,3219,3259,,,1999-11-18,First-class
583960,3254,3279,0,,1,,1999-11-18,First-class
583961,3296,3273,3273,3296,,,1999-11-18,First-class
583962,3408,3329,3408,3329,,,1999-11-18,First-class
583963,3273,3219,3219,3273,,,1999-12-03,First-class
583964,3329,3279,0,,1,,1999-12-03,First-class
583965,3408,3259,0,,1,,1999-12-03,First-class
583966,3212,3282,3282,3212,,,1999-12-10,First-class
583967,3316,3408,0,,1,,1999-12-10,First-class
583968,3279,3254,0,,1,,1999-12-17,First-class
583969,3254,3329,3329,3254,,,2000-01-07,First-class
583970,3282,3273,0,,1,,2000-01-07,First-class
583971,3212,3219,3212,3219,,,2000-01-14,First-class
583972,3259,3273,3273,3259,,,2000-01-14,First-class
583973,3296,3316,0,,1,,2000-01-14,First-class
583974,3408,3282,3282,3408,,,2000-01-14,First-class
583975,3219,3408,3219,3408,,,2000-01-21,First-class
583976,3259,3212,3212,3259,,,2000-01-21,First-class
583977,3282,3219,3282,3219,,,2000-01-28,First-class
584267,2798,2969,2798,2969,,,2012-10-03,First-class
584268,2882,3189,2882,3189,,,2012-10-03,First-class
584269,3061,3161,0,,1,,2012-10-03,First-class
584270,4869,3179,0,,1,,2012-10-03,First-class
584271,3139,3185,3139,3185,,,2012-10-03,First-class
584272,2798,3185,2798,3185,,,2012-10-09,First-class
584273,2882,3139,3139,2882,,,2012-10-09,First-class
584274,2969,3189,3189,2969,,,2012-10-09,First-class
584275,4869,3161,3161,4869,,,2012-10-09,First-class
584276,3179,3061,3061,3179,,,2012-10-09,First-class
584277,2798,3189,2798,3189,,,2012-10-15,First-class
584278,2882,3185,0,,1,,2012-10-15,First-class
584279,2969,3139,0,,1,,2012-10-15,First-class
584280,3061,4869,3061,4869,,,2012-10-15,First-class
584281,3179,3161,3161,3179,,,2012-10-15,First-class
584282,2798,3161,2798,3161,,,2012-10-21,First-class
584283,2969,3061,0,,1,,2012-10-21,First-class
584284,4869,3139,3139,4869,,,2012-10-21,First-class
584285,3179,2882,2882,3179,,,2012-10-21,First-class
584286,3185,3189,0,,1,,2012-10-21,First-class
584287,2798,3061,3061,2798,,,2012-11-02,First-class
584288,2882,3161,0,,1,,2012-11-02,First-class
584289,2969,4869,2969,4869,,,2012-11-02,First-class
584290,3139,3189,3139,3189,,,2012-11-02,First-class
584291,3179,3185,3185,3179,,,2012-11-02,First-class
584292,2882,2798,2798,2882,,,2012-11-08,First-class
584293,2969,3161,2969,3161,,,2012-11-08,First-class
584294,3061,3189,3061,3189,,,2012-11-08,First-class
584295,4869,3185,4869,3185,,,2012-11-08,First-class
584296,3139,3179,3139,3179,,,2012-11-08,First-class
584297,2798,3179,2798,3179,,,2012-11-14,First-class
584298,2882,4869,4869,2882,,,2012-11-14,First-class
584299,2969,3185,3185,2969,,,2012-11-14,First-class
584300,3061,3139,3139,3061,,,2012-11-14,First-class
584301,3161,3189,3189,3161,,,2012-11-14,First-class
584302,2798,3139,0,,1,,2012-11-20,First-class
584303,2882,3061,2882,3061,,,2012-11-20,First-class
584304,2969,3179,2969,3179,,,2012-11-20,First-class
584305,4869,3189,3189,4869,,,2012-11-20,First-class
584306,3161,3185,3185,3161,,,2012-11-20,First-class
584307,2798,4869,0,,1,,2012-11-26,First-class
584308,2882,2969,2882,2969,,,2012-11-26,First-class
584309,3061,3185,0,,1,,2012-11-26,First-class
584310,3161,3139,0,,1,,2012-11-26,First-class
584311,3179,3189,3189,3179,,,2012-11-26,First-class
584312,2798,3139,3139,2798,,,2013-01-14,First-class
584538,635,1003,635,1003,,,2013-02-07,List A
584540,635,1003,635,1003,,,2013-02-13,List A
584541,100,1003,100,1003,,,2013-02-16,List A
584542,100,1003,100,1003,,,2013-02-18,List A
584543,100,1003,100,1003,,,2013-02-22,List A
584544,100,1003,100,1003,,,2013-02-25,List A
584545,100,1003,0,100,,,2013-03-01,List A
584546,289,2614,2614,289,,,2012-12-12,Women's ODI
584547,289,2614,289,2614,,,2012-12-14,Women's ODI
584548,289,2614,289,2614,,,2012-12-17,Women's ODI
584549,289,2614,289,2614,,,2012-12-19,Women's ODI
584614,135,211,211,135,,,2012-10-01,Twenty20
584615,116,48,116,48,,,2012-10-01,Twenty20
584616,194,4253,4253,194,,,2012-10-01,Twenty20
584617,171,196,171,196,,,2012-10-01,Twenty20
584618,194,48,48,194,,,2012-10-01,Twenty20
584619,116,4253,116,4253,,,2012-10-01,Twenty20
584620,135,171,135,171,,,2012-10-01,Twenty20
584621,211,196,211,196,,,2012-10-01,Twenty20
584622,116,171,116,171,,,2012-10-02,Twenty20
584623,194,211,211,194,,,2012-10-02,Twenty20
584624,196,48,48,196,,,2012-10-02,Twenty20
584625,135,4253,135,4253,,,2012-10-02,Twenty20
584626,196,4253,196,4253,,,2012-10-02,Twenty20
584627,171,194,194,171,,,2012-10-02,Twenty20
584628,135,48,48,135,,,2012-10-02,Twenty20
584629,116,211,211,116,,,2012-10-02,Twenty20
584630,135,194,194,135,,,2012-10-03,Twenty20
584631,171,48,48,171,,,2012-10-03,Twenty20
584632,4253,211,211,4253,,,2012-10-03,Twenty20
584633,116,196,116,196,,,2012-10-03,Twenty20
584634,211,48,48,211,,,2012-10-03,Twenty20
584635,116,135,116,135,,,2012-10-03,Twenty20
584636,194,196,194,196,,,2012-10-03,Twenty20
584637,171,4253,171,4253,,,2012-10-03,Twenty20
584638,116,194,116,194,,,2012-10-04,Twenty20
584639,171,211,211,171,,,2012-10-04,Twenty20
584640,4253,48,48,4253,,,2012-10-04,Twenty20
584641,135,196,135,196,,,2012-10-04,Twenty20
584772,3672,1863,1863,3672,,,2012-10-03,Women's T20I
584773,3022,3379,3379,3022,,,2012-10-03,Women's T20I
584915,3022,4242,3022,4242,,,2012-10-24,Women's T20
584916,4245,4240,4240,4245,,,2012-10-24,Women's T20
584917,1863,4242,1863,4242,,,2012-10-25,Women's T20
584918,4244,3672,3672,4244,,,2012-10-25,Women's T20
584919,4240,4244,4240,4244,,,2012-10-26,Women's T20
584920,1863,4180,1863,4180,,,2012-10-26,Women's T20
584921,4245,3672,3672,4245,,,2012-10-27,Women's T20
584922,4180,3022,3022,4180,,,2012-10-27,Women's T20
584923,4240,3672,4240,3672,,,2012-10-28,Women's T20I
584924,1863,3022,1863,3022,,,2012-10-28,Women's T20I
584925,4245,4244,4245,4244,,,2012-10-29,Women's T20
584926,4180,4242,4242,4180,,,2012-10-29,Women's T20
584927,1863,3672,0,1863,,,2012-10-30,Women's T20I
584928,4240,3022,3022,4240,,,2012-10-30,Women's T20I
584929,1863,3022,1863,3022,,,2012-10-31,Women's T20I
584955,1217,2,0,,1,,1953-05-16,First-class
585121,1184,1479,0,,1,,1972-08-30,First-class
585122,1509,2,0,,1,,1953-04-29,First-class
585123,1184,2,2,1184,,,1953-05-02,First-class
585125,1515,2,2,1515,,,1953-05-06,First-class
585126,1409,2,2,1409,,,1953-05-09,First-class
585127,910,2,2,910,,,1953-05-13,First-class
585128,4228,2,2,4228,,,1953-05-20,First-class
585130,1252,2,2,1252,,,1953-05-23,First-class
585131,1167,2,0,,1,,1953-05-27,First-class
585132,1282,2,0,,1,,1953-05-30,First-class
585133,1422,2,0,,1,,1953-06-03,First-class
585134,1102,2,2,1102,,,1953-06-06,First-class
585135,955,2,0,,1,,1953-06-17,First-class
585136,1515,2,0,,1,,1953-06-20,First-class
585137,1085,2,2,1085,,,1953-07-01,First-class
585139,1272,2,2,1272,,,1953-07-04,First-class
585140,1241,2,0,,1,,1953-07-18,First-class
585142,1409,2,0,,1,,1953-07-29,First-class
585143,1080,2,0,,1,,1953-08-01,First-class
585144,1479,2,0,,1,,1953-08-05,First-class
585145,1167,2,2,1167,,,1953-08-08,First-class
585146,1035,2,2,1035,,,1953-08-12,First-class
585147,1384,2,0,,1,,1953-08-22,First-class
585149,1065,2,2,1065,,,1953-08-26,First-class
585150,1149,2,2,1149,,,1953-08-29,First-class
585152,4391,2,2,4391,,,1953-09-02,First-class
585158,935,2,2,935,,,1953-09-05,First-class
585159,1323,2,2,1323,,,1953-09-09,First-class
585367,3355,3641,0,,1,,1999-11-18,First-class
585368,3242,3641,3242,3641,,,1999-10-24,First-class
585370,3241,3641,3641,3241,,,1999-10-29,First-class
585372,3234,3641,3641,3234,,,1999-11-05,First-class
585374,3355,3641,3641,3355,,,1999-11-24,List A
585375,3355,3641,3355,3641,,,1999-11-26,List A
585377,3355,3641,3355,3641,,,1999-11-28,List A
