match_id,team1_id,team2_id,winner,loser,drawn,tied,date,type_of_match
367607,3558,4099,0,,1,,2009-01-30,First-class
367608,3605,3621,3621,3605,,,2009-01-30,First-class
367609,3998,3544,3544,3998,,,2009-01-30,First-class
367610,3545,3632,3545,3632,,,2008-11-14,First-class
367611,3533,3616,3616,3533,,,2008-11-14,First-class
367612,3639,3680,3680,3639,,,2008-11-14,First-class
367613,3590,3636,0,,1,,2008-11-14,First-class
367614,3601,3617,3601,3617,,,2008-11-14,First-class
367615,3533,3545,3533,3545,,,2008-11-21,First-class
367616,3616,3639,3616,3639,,,2008-11-21,First-class
367617,3632,3636,0,,1,,2008-11-21,First-class
367618,3590,3617,0,,1,,2008-11-21,First-class
367619,3601,3680,3680,3601,,,2008-11-21,First-class
367620,3545,3616,0,,1,,2008-11-28,First-class
367621,3636,3639,0,,1,,2008-11-28,First-class
367622,3533,3617,0,,1,,2008-11-28,First-class
367623,3632,3601,0,,1,,2008-11-28,First-class
367624,3680,3590,0,,1,,2008-11-28,First-class
367625,3545,3680,0,,1,,2008-12-05,First-class
367626,3636,3616,0,,1,,2009-01-16,First-class
367627,3617,3639,3617,3639,,,2008-12-05,First-class
367628,3533,3601,0,,1,,2008-12-05,First-class
367629,3590,3632,3632,3590,,,2008-12-05,First-class
367630,3636,3545,3545,3636,,,2008-12-12,First-class
367631,3616,3617,3616,3617,,,2008-12-12,First-class
367632,3639,3601,3639,3601,,,2008-12-12,First-class
367633,3533,3590,0,,1,,2008-12-12,First-class
367634,3632,3680,3632,3680,,,2008-12-12,First-class
367635,3545,3639,0,,1,,2008-12-19,First-class
367636,3680,3616,3616,3680,,,2008-12-19,First-class
367637,3636,3533,3533,3636,,,2008-12-19,First-class
367638,3617,3632,3632,3617,,,2008-12-19,First-class
367639,3590,3601,0,,1,,2008-12-19,First-class
367640,3617,3545,0,,1,,2008-12-26,First-class
367641,3601,3616,0,,1,,2008-12-26,First-class
367642,3639,3590,0,,1,,2008-12-26,First-class
367643,3632,3533,0,,1,,2008-12-26,First-class
367644,3680,3636,3680,3636,,,2008-12-26,First-class
367683,571,5,5,571,,,1974-02-02,List A
367684,5,653,653,5,,,1974-02-03,List A
367685,653,571,653,571,,,1974-10-19,List A
367686,510,438,510,438,,,1974-11-03,List A
367687,635,611,611,635,,,1974-11-17,List A
367688,653,510,653,510,,,1975-01-12,List A
367689,5,611,5,611,,,1975-01-19,List A
367690,5,653,5,653,,,1975-02-02,List A
367691,653,635,653,635,,,1975-10-26,List A
367692,571,438,571,438,,,1975-11-23,List A
367693,611,510,510,611,,,1976-01-01,List A
367694,510,571,510,571,,,1976-01-11,List A
367695,510,653,510,653,,,1976-02-08,List A
367696,571,653,653,571,,,1976-12-04,List A
367697,510,611,510,611,,,1976-12-05,List A
367698,438,635,635,438,,,1976-12-11,List A
367699,653,510,653,510,,,1976-12-12,List A
367700,635,653,653,635,,,1977-01-23,List A
367701,510,438,438,510,,,1977-10-30,List A
367702,611,571,611,571,,,1978-01-15,List A
367703,653,438,653,438,,,1978-01-21,List A
367704,635,611,611,635,,,1978-01-22,List A
367705,653,611,653,611,,,1978-02-05,List A
367706,510,571,510,571,,,1978-10-28,List A
367707,438,635,635,438,,,1978-10-29,List A
367708,510,611,611,510,,,1978-12-10,List A
367709,653,635,653,635,,,1978-12-23,List A
367710,571,653,653,571,,,1979-11-10,List A
367711,611,510,611,510,,,1979-11-10,List A
367712,571,635,635,571,,,1979-11-11,List A
367713,611,438,611,438,,,1979-11-11,List A
367714,510,438,438,510,,,1979-11-18,List A
367715,653,635,653,635,,,1979-11-18,List A
367716,438,653,438,653,,,1979-11-21,List A
367717,635,611,635,611,,,1979-11-21,List A
367718,611,653,653,611,,,1979-11-24,List A
367719,635,438,635,438,,,1979-11-25,List A
367720,635,510,635,510,,,1980-11-08,List A
367721,635,438,438,635,,,1980-11-09,List A
367722,653,571,653,571,,,1980-11-19,List A
367723,438,510,510,438,,,1980-11-20,List A
367724,611,653,653,611,,,1981-01-16,List A
367725,611,571,571,611,,,1981-01-30,List A
367726,653,635,653,635,,,1981-02-14,List A
367727,571,510,510,571,,,1981-02-15,List A
367728,571,635,571,635,,,1981-02-21,List A
367729,510,653,510,653,,,1981-02-22,List A
367730,510,611,510,611,,,1981-11-07,List A
367731,510,653,510,653,,,1981-11-08,List A
367732,438,635,438,635,,,1981-11-19,List A
367733,438,571,438,571,,,1981-12-03,List A
367734,571,635,635,571,,,1982-01-01,List A
367735,653,611,653,611,,,1982-01-07,List A
367736,510,635,510,635,,,1982-02-06,List A
367737,653,438,438,653,,,1982-02-07,List A
367738,635,653,653,635,,,1982-03-06,List A
367739,438,510,510,438,,,1982-03-07,List A
367740,611,510,510,611,,,1982-11-06,List A
367741,611,635,635,611,,,1982-11-07,List A
367742,438,653,653,438,,,1982-11-18,List A
367743,438,571,438,571,,,1982-12-08,List A
367744,653,571,653,571,,,1982-12-22,List A
367745,635,510,510,635,,,1983-01-01,List A
367746,653,635,653,635,,,1983-03-12,List A
367747,510,438,438,510,,,1983-03-13,List A
367748,653,438,653,438,,,1983-10-08,List A
367749,510,611,611,510,,,1983-10-15,List A
367750,653,635,653,635,,,1983-10-15,List A
367751,510,438,510,438,,,1983-10-16,List A
367752,653,571,653,571,,,1983-10-16,List A
367753,571,635,571,635,,,1983-11-06,List A
367754,611,438,438,611,,,1983-11-06,List A
367755,438,653,653,438,,,1983-12-21,List A
367756,611,571,571,611,,,1983-12-21,List A
367757,571,653,571,653,,,1984-03-04,List A
367758,510,635,510,635,,,1984-10-13,List A
367759,653,611,653,611,,,1984-10-13,List A
367760,510,571,571,510,,,1984-10-14,List A
367761,653,438,438,653,,,1984-10-14,List A
367762,611,438,438,611,,,1984-11-03,List A
367763,571,635,635,571,,,1984-11-04,List A
367764,635,438,438,635,,,1984-12-29,List A
367765,571,653,571,653,,,1985-01-05,List A
367766,438,571,438,571,,,1985-02-16,List A
367767,510,611,0,510,,,1985-10-13,List A
367768,571,653,653,571,,,1985-10-13,List A
367769,635,611,635,611,,,1985-11-28,List A
367770,438,653,438,653,,,1985-12-05,List A
367771,635,510,510,635,,,1985-12-11,List A
367772,438,571,438,571,,,1985-12-18,List A
367773,438,635,635,438,,,1986-02-15,List A
367774,510,653,653,510,,,1986-02-16,List A
367775,635,653,0,635,,,1986-03-09,List A
367776,635,653,653,635,,,1986-03-10,List A
367777,653,635,653,635,,,1986-10-10,List A
367778,611,510,611,510,,,1986-10-11,List A
367779,571,510,510,571,,,1986-10-18,List A
367780,571,611,571,611,,,1986-10-19,List A
367781,653,438,0,,,1,1986-11-02,List A
367782,438,635,635,438,,,1986-11-08,List A
367783,571,635,0,,,1,1987-02-15,List A
367784,653,611,611,653,,,1987-02-15,List A
367785,611,571,571,611,,,1987-03-15,List A
367786,653,635,653,635,,,1988-02-19,List A
367787,510,438,438,510,,,1988-02-21,List A
367788,571,635,635,571,,,1988-02-28,List A
367789,611,510,611,510,,,1988-02-28,List A
367790,438,611,438,611,,,1988-03-06,List A
367791,653,571,571,653,,,1988-03-06,List A
367792,571,611,571,611,,,1988-03-12,List A
367793,438,635,438,635,,,1988-03-13,List A
367794,438,571,438,571,,,1988-03-27,List A
367795,611,653,653,611,,,1989-02-11,List A
367796,510,635,635,510,,,1989-02-12,List A
367797,571,510,510,571,,,1989-02-19,List A
367798,653,438,653,438,,,1989-02-19,List A
367799,438,611,438,611,,,1989-02-26,List A
367800,635,571,635,571,,,1989-02-26,List A
367801,635,438,635,438,,,1989-03-04,List A
367802,653,510,510,653,,,1989-03-05,List A
367803,635,510,510,635,,,1989-03-19,List A
367804,571,510,571,510,,,1989-10-21,List A
367805,571,635,635,571,,,1989-10-22,List A
367806,653,438,653,438,,,1989-10-22,List A
367807,438,611,438,611,,,1989-10-28,List A
367808,510,635,510,635,,,1989-10-29,List A
367809,653,611,653,611,,,1989-11-05,List A
367810,653,510,653,510,,,1990-03-17,List A
367811,571,438,571,438,,,1990-03-18,List A
367812,653,571,653,571,,,1990-03-31,List A
367813,653,571,653,571,,,1990-10-12,List A
367814,510,611,510,611,,,1990-10-13,List A
367815,510,438,438,510,,,1990-10-14,List A
367816,653,635,653,635,,,1990-10-14,List A
367817,438,611,438,611,,,1990-10-16,List A
367818,571,635,635,571,,,1990-10-17,List A
367819,438,635,438,635,,,1990-10-20,List A
367820,653,510,653,510,,,1990-10-21,List A
367821,653,438,653,438,,,1990-10-27,List A
367822,653,611,653,611,,,1991-10-11,List A
367823,510,635,510,635,,,1991-10-12,List A
367824,510,438,438,510,,,1991-10-13,List A
367825,571,653,653,571,,,1991-10-13,List A
367826,571,611,611,571,,,1991-10-14,List A
367827,438,635,438,635,,,1991-10-15,List A
367828,653,510,0,653,,,1991-10-19,List A
367829,438,611,438,611,,,1991-10-20,List A
367830,653,438,438,653,,,1991-10-26,List A
367831,653,635,653,635,,,1992-10-09,List A
367832,510,571,510,571,,,1992-10-10,List A
367833,653,438,653,438,,,1992-10-11,List A
367834,653,611,611,653,,,1992-10-17,List A
367835,571,438,438,571,,,1992-10-18,List A
367836,571,611,571,611,,,1992-10-24,List A
367837,510,653,510,653,,,1992-10-25,List A
367838,571,653,653,571,,,1992-10-31,List A
367839,510,438,438,510,,,1992-11-01,List A
367840,438,635,0,438,,,1992-11-04,List A
367841,635,510,635,510,,,1992-11-15,List A
367842,611,635,635,611,,,1992-12-13,List A
367843,438,611,438,611,,,1993-01-31,List A
367844,611,510,510,611,,,1993-02-06,List A
367845,635,571,635,571,,,1993-02-07,List A
367846,635,653,635,653,,,1993-02-13,List A
367847,438,635,438,635,,,1993-02-20,List A
367848,653,571,653,571,,,1993-10-09,List A
367849,510,438,438,510,,,1993-10-10,List A
367850,653,611,653,611,,,1993-10-15,List A
367851,635,510,510,635,,,1993-10-17,List A
367852,438,611,438,611,,,1993-10-24,List A
367853,571,635,635,571,,,1993-10-31,List A
367854,510,611,510,611,,,1993-11-21,List A
367855,611,571,571,611,,,1994-01-22,List A
367856,510,653,510,653,,,1994-01-23,List A
367857,611,635,611,635,,,1994-02-05,List A
367858,438,653,438,653,,,1994-02-06,List A
367859,571,510,571,510,,,1994-02-06,List A
367860,635,653,653,635,,,1994-02-11,List A
367861,635,438,438,635,,,1994-02-13,List A
367862,438,571,571,438,,,1994-02-20,List A
367863,571,653,653,571,,,1994-03-05,List A
367864,438,653,438,653,,,1994-03-12,List A
367865,510,611,510,611,,,1994-10-09,List A
367866,653,635,635,653,,,1994-10-14,List A
367867,438,571,571,438,,,1994-10-16,List A
367868,571,611,571,611,,,1994-10-23,List A
367869,611,635,635,611,,,1994-10-29,List A
367870,510,571,510,571,,,1994-10-30,List A
367871,635,438,635,438,,,1994-11-06,List A
367872,653,510,653,510,,,1994-12-09,List A
367873,438,653,653,438,,,1995-02-03,List A
367874,571,635,635,571,,,1995-02-11,List A
367875,611,653,653,611,,,1995-02-12,List A
367876,611,438,611,438,,,1995-02-18,List A
367877,571,653,571,653,,,1995-02-19,List A
367878,635,510,635,510,,,1995-02-19,List A
367879,653,571,571,653,,,1995-02-25,List A
367880,635,571,635,571,,,1995-03-05,List A
367881,510,635,0,510,,,1995-10-08,List A
367882,438,510,438,510,,,1995-10-15,List A
367883,653,611,653,611,,,1995-10-15,List A
367884,571,611,611,571,,,1995-10-21,List A
367885,653,438,438,653,,,1995-10-22,List A
367886,510,571,510,571,,,1995-10-29,List A
367887,635,438,438,635,,,1995-11-05,List A
367888,571,653,571,653,,,1995-12-10,List A
367889,611,635,635,611,,,1995-12-10,List A
367890,635,653,653,635,,,1996-02-02,List A
367891,611,510,611,510,,,1996-02-03,List A
367892,438,571,571,438,,,1996-02-04,List A
367893,611,438,438,611,,,1996-02-17,List A
367894,635,571,571,635,,,1996-02-18,List A
367895,653,510,510,653,,,1996-02-18,List A
367896,571,510,510,571,,,1996-02-24,List A
367897,438,653,653,438,,,1996-02-25,List A
367898,510,653,510,653,,,1996-03-03,List A
367899,571,635,635,571,,,1996-10-12,List A
367900,438,653,653,438,,,1996-10-13,List A
367901,510,438,510,438,,,1996-10-18,List A
367902,510,653,653,510,,,1996-10-27,List A
367903,635,611,635,611,,,1996-10-27,List A
367904,438,611,438,611,,,1996-11-02,List A
367905,571,510,510,571,,,1996-11-03,List A
367906,510,611,510,611,,,1996-11-10,List A
367907,653,571,653,571,,,1996-12-18,List A
367908,653,635,653,635,,,1997-01-17,List A
367909,571,438,571,438,,,1997-02-08,List A
367910,611,653,653,611,,,1997-02-08,List A
367911,635,510,510,635,,,1997-02-09,List A
367912,438,635,438,635,,,1997-02-15,List A
367913,611,571,611,571,,,1997-02-16,List A
367914,510,438,510,438,,,1997-02-22,List A
367915,653,635,653,635,,,1997-02-23,List A
367916,653,510,653,510,,,1997-03-02,List A
367917,438,571,438,571,,,1997-10-05,List A
367918,510,438,438,510,,,1997-10-12,List A
367919,571,611,571,611,,,1997-10-19,List A
367920,438,635,438,635,,,1997-10-26,List A
367921,318,571,571,318,,,1997-11-02,List A
367922,611,318,611,318,,,1997-11-16,List A
367923,635,318,318,635,,,1997-11-23,List A
367924,510,635,510,635,,,1997-12-05,List A
367925,653,571,653,571,,,1997-12-12,List A
367926,318,438,438,318,,,1997-12-14,List A
367927,653,318,653,318,,,1998-01-02,List A
367928,635,611,611,635,,,1998-01-04,List A
367929,571,510,510,571,,,1998-01-10,List A
367930,510,653,653,510,,,1998-01-17,List A
367931,653,438,438,653,,,1998-01-23,List A
367932,318,510,510,318,,,1998-01-31,List A
367933,611,653,653,611,,,1998-01-31,List A
367934,635,653,635,653,,,1998-02-07,List A
367935,438,611,438,611,,,1998-02-08,List A
367936,571,635,571,635,,,1998-02-14,List A
367937,611,510,510,611,,,1998-02-15,List A
367938,653,510,510,653,,,1998-02-21,List A
367939,438,571,438,571,,,1998-02-22,List A
367940,438,510,510,438,,,1998-03-01,List A
367941,438,510,438,510,,,1998-10-04,List A
367942,510,611,510,611,,,1998-10-11,List A
367943,571,653,571,653,,,1998-10-18,List A
367944,635,571,635,571,,,1998-10-25,List A
367945,318,438,438,318,,,1998-10-31,List A
367946,653,611,653,611,,,1998-11-06,List A
367947,510,318,510,318,,,1998-11-07,List A
367948,635,438,635,438,,,1998-11-08,List A
367949,318,611,318,611,,,1998-11-14,List A
367950,571,438,438,571,,,1998-11-15,List A
367951,611,438,611,438,,,1998-12-06,List A
367952,318,635,318,635,,,1999-01-10,List A
367953,653,510,510,653,,,1999-01-15,List A
367954,653,635,0,653,,,1999-01-22,List A
367955,510,571,510,571,,,1999-01-27,List A
367956,635,510,635,510,,,1999-01-30,List A
367957,318,653,653,318,,,1999-01-31,List A
367958,611,571,571,611,,,1999-01-31,List A
367959,571,318,571,318,,,1999-02-07,List A
367960,438,653,438,653,,,1999-02-14,List A
367961,611,635,635,611,,,1999-02-14,List A
367962,635,571,635,571,,,1999-02-20,List A
367963,438,510,438,510,,,1999-02-21,List A
367964,635,438,635,438,,,1999-02-28,List A
367966,571,611,611,571,,,1999-10-17,List A
367967,510,438,438,510,,,1999-10-24,List A
367968,510,653,653,510,,,1999-11-12,List A
367971,571,635,571,635,,,1999-11-26,List A
367972,318,510,510,318,,,1999-12-04,List A
367973,635,653,653,635,,,1999-12-05,List A
367975,653,318,653,318,,,2000-01-07,List A
367976,611,510,510,611,,,2000-01-09,List A
367977,653,571,571,653,,,2000-01-12,List A
367980,611,318,611,318,,,2000-01-23,List A
367981,318,571,571,318,,,2000-01-30,List A
367982,635,611,635,611,,,2000-02-05,List A
367983,611,653,611,653,,,2000-02-12,List A
367984,571,510,510,571,,,2000-02-13,List A
367985,653,571,653,571,,,2000-02-19,List A
367986,510,438,510,438,,,2000-02-20,List A
367987,653,510,653,510,,,2000-02-27,List A
367998,438,571,571,438,,,2000-11-19,List A
368002,653,635,653,635,,,2001-01-02,List A
368004,571,438,571,438,,,2001-01-14,List A
368041,510,635,510,635,,,2002-02-01,List A
368057,510,653,653,510,,,2002-11-29,List A
368061,653,611,653,611,,,2002-12-06,List A
368066,438,653,653,438,,,2003-01-19,List A
368076,653,438,438,653,,,2003-02-12,List A
368079,438,571,438,571,,,2003-02-16,List A
368089,571,438,571,438,,,2003-11-23,List A
368090,611,438,438,611,,,2003-11-29,List A
368092,635,438,0,,,1,2003-12-07,List A
368095,611,635,635,611,,,2004-01-04,List A
368099,635,571,635,571,,,2004-01-18,List A
368101,611,510,510,611,,,2004-01-26,List A
368105,510,653,510,653,,,2004-02-13,List A
368111,510,653,653,510,,,2004-02-29,List A
368117,438,653,653,438,,,2004-10-31,List A
368124,510,611,510,611,,,2004-12-04,List A
368125,438,571,571,438,,,2004-12-11,List A
368126,635,611,635,611,,,2004-12-12,List A
368127,510,635,635,510,,,2004-12-17,List A
368128,571,653,653,571,,,2004-12-17,List A
368134,571,438,571,438,,,2005-01-23,List A
368137,611,438,0,611,,,2005-02-05,List A
368140,571,611,571,611,,,2005-02-12,List A
368141,438,635,438,635,,,2005-02-13,List A
368234,1719,2063,0,,1,,2008-11-03,First-class
368235,2121,1780,1780,2121,,,2008-11-03,First-class
368236,1654,2088,1654,2088,,,2008-11-03,First-class
368237,2039,1815,0,,1,,2008-11-03,First-class
368238,1956,2184,0,,1,,2008-11-03,First-class
368239,2212,1592,0,,1,,2008-11-03,First-class
368240,1923,1874,0,,1,,2008-11-03,First-class
368241,1815,1719,0,,1,,2008-11-10,First-class
368242,2121,2039,2121,2039,,,2008-11-10,First-class
368243,1780,1654,1654,1780,,,2008-11-10,First-class
368244,2063,2088,2063,2088,,,2008-11-10,First-class
368245,1956,1592,0,,1,,2008-11-10,First-class
368246,1610,2212,0,,1,,2008-11-10,First-class
368247,1923,2184,0,,1,,2008-11-10,First-class
368248,1719,1654,0,,1,,2008-11-16,First-class
368249,2121,2063,0,,1,,2008-11-16,First-class
368250,2039,2088,0,,1,,2008-11-16,First-class
368251,1780,1815,0,,1,,2008-11-16,First-class
368252,1923,1592,1923,1592,,,2008-11-16,First-class
368253,2212,2184,2184,2212,,,2008-11-16,First-class
368254,1874,1610,0,,1,,2008-11-16,First-class
368255,1780,1719,0,,1,,2008-11-23,First-class
368256,2121,1654,0,,1,,2008-11-23,First-class
368257,2039,2063,2039,2063,,,2008-11-23,First-class
368258,1815,2088,0,,1,,2008-11-23,First-class
368259,2212,1956,2212,1956,,,2008-11-23,First-class
368260,1874,1592,1874,1592,,,2008-11-23,First-class
368261,1923,1610,1923,1610,,,2008-11-23,First-class
368262,1719,2039,1719,2039,,,2008-11-29,First-class
368263,2121,2088,2121,2088,,,2008-11-29,First-class
368264,1654,1815,1654,1815,,,2008-12-02,First-class
368265,1780,2063,1780,2063,,,2008-11-29,First-class
368266,1610,1956,1610,1956,,,2008-11-29,First-class
368267,1592,2184,0,,1,,2008-11-29,First-class
368268,1874,2212,0,,1,,2008-11-29,First-class
368269,2121,1719,1719,2121,,,2008-12-12,First-class
368270,2039,1654,1654,2039,,,2008-12-12,First-class
368271,1815,2063,2063,1815,,,2008-12-12,First-class
368272,2088,1780,1780,2088,,,2008-12-12,First-class
368273,1956,1874,0,,1,,2008-12-12,First-class
368274,1610,2184,2184,1610,,,2008-12-12,First-class
368275,1923,2212,0,,1,,2008-12-12,First-class
368276,2088,1719,0,,1,,2008-12-18,First-class
368277,2121,1815,2121,1815,,,2008-12-18,First-class
368278,1654,2063,1654,2063,,,2008-12-18,First-class
368279,2039,1780,1780,2039,,,2008-12-18,First-class
368280,1610,1592,1610,1592,,,2008-12-18,First-class
368281,2184,1874,0,,1,,2008-12-18,First-class
368282,1923,1956,1923,1956,,,2008-12-18,First-class
368283,1654,1803,1654,1803,,,2008-12-26,First-class
368284,2121,1923,2121,1923,,,2008-12-26,First-class
368285,1780,2212,0,,1,,2008-12-26,First-class
368286,2184,1623,2184,1623,,,2008-12-26,First-class
368287,1654,2121,0,,1,,2009-01-04,First-class
368288,2184,2212,0,,1,,2009-01-04,First-class
368289,1654,2212,1654,2212,,,2009-01-12,First-class
368290,1912,1768,0,,1,,2008-11-03,First-class
368291,6558,1879,0,,1,,2008-11-03,First-class
368292,1808,1803,1803,1808,,,2008-11-03,First-class
368293,1992,2230,1992,2230,,,2008-11-03,First-class
368294,2170,2200,2200,2170,,,2008-11-03,First-class
368295,1601,1623,1623,1601,,,2008-12-05,First-class
368296,1803,1912,1803,1912,,,2008-11-10,First-class
368297,1808,6558,1808,6558,,,2008-11-10,First-class
368298,1768,1879,1768,1879,,,2008-11-10,First-class
368299,1992,1623,0,,1,,2008-11-10,First-class
368300,2200,1601,1601,2200,,,2008-11-10,First-class
368301,2170,2230,2230,2170,,,2008-11-10,First-class
368302,1912,1808,0,,1,,2008-11-16,First-class
368303,1803,1879,1803,1879,,,2008-11-16,First-class
368304,1768,6558,1768,6558,,,2008-11-16,First-class
368305,1992,1601,1992,1601,,,2008-11-20,First-class
368306,1623,2170,1623,2170,,,2008-11-16,First-class
368307,2200,2230,2230,2200,,,2008-11-16,First-class
368308,1912,1879,1912,1879,,,2008-11-29,First-class
368309,6558,1803,0,,1,,2008-11-29,First-class
368310,1808,1768,1808,1768,,,2008-11-29,First-class
368311,2170,1992,0,,1,,2008-11-29,First-class
368312,1623,2200,1623,2200,,,2008-11-29,First-class
368313,2230,1601,1601,2230,,,2008-11-29,First-class
368314,6558,1912,1912,6558,,,2008-12-12,First-class
368315,1808,1879,1879,1808,,,2008-12-12,First-class
368316,1803,1768,1768,1803,,,2008-12-12,First-class
368317,2200,1992,0,,1,,2008-12-12,First-class
368318,2170,1601,1601,2170,,,2008-12-12,First-class
368319,2230,1623,0,,1,,2008-12-12,First-class
368320,1741,2025,1741,2025,,,2009-03-14,List A
368321,1741,1683,1741,1683,,,2009-03-16,List A
368322,2247,3917,2247,3917,,,2009-03-16,List A
368323,1741,2247,2247,1741,,,2009-03-18,List A
368326,1683,2146,0,,1,,2009-01-22,First-class
368327,1741,2247,2247,1741,,,2009-01-29,First-class
368328,2025,2146,2146,2025,,,2009-01-29,First-class
368330,2146,2247,2247,2146,,,2009-02-05,First-class
368331,4182,4183,4182,4183,,,2008-10-23,List A
368332,4184,4183,4183,4184,,,2008-10-24,List A
368333,4182,4184,4182,4184,,,2008-10-25,List A
368334,4182,4183,4182,4183,,,2008-10-26,List A
368335,1719,2110,2110,1719,,,2008-09-24,First-class
368336,1719,3139,0,,1,,2008-09-15,First-class
368559,1241,1409,1241,1409,,,1980-09-06,List A
368561,955,1515,1515,955,,,1969-09-06,List A
368572,1509,1409,1509,1409,,,1963-05-22,List A
368573,1515,1282,1515,1282,,,1963-05-22,List A
368574,1080,1509,1509,1080,,,1963-06-12,List A
368575,1167,955,1167,955,,,1963-06-12,List A
368576,1241,1272,1272,1241,,,1963-06-12,List A
368577,1422,1515,1422,1515,,,1963-06-12,List A
368578,1272,1422,1422,1272,,,1963-07-10,List A
368579,1509,1167,1509,1167,,,1963-07-10,List A
368610,1080,1509,1080,1509,,,1964-04-25,List A
368611,902,1035,1035,902,,,1964-04-30,List A
368612,1272,955,1272,955,,,1964-05-02,List A
368613,1498,1102,1102,1498,,,1964-05-02,List A
368614,975,1122,975,1122,,,1964-05-04,List A
368615,924,1409,1409,924,,,1964-05-06,List A
368616,1080,1035,1080,1035,,,1964-05-27,List A
368617,1167,1149,1167,1149,,,1964-05-27,List A
368618,1184,1272,1272,1184,,,1964-05-27,List A
368619,1241,1515,1241,1515,,,1964-05-27,List A
368620,1384,1282,1384,1282,,,1964-05-27,List A
368621,1409,1085,1409,1085,,,1964-05-27,List A
368622,1422,975,1422,975,,,1964-05-27,List A
368623,1479,1102,1479,1102,,,1964-05-27,List A
368624,1167,1080,1167,1080,,,1964-06-24,List A
368625,1272,1479,1479,1272,,,1964-06-24,List A
368626,1384,1422,1422,1384,,,1964-06-24,List A
368627,1409,1241,1409,1241,,,1964-06-24,List A
368628,1167,1479,1479,1167,,,1964-07-29,List A
368629,1422,1409,1422,1409,,,1964-07-29,List A
368630,1422,1479,1422,1479,,,1964-09-05,List A
368638,1409,1515,1515,1409,,,1965-09-04,List A
368658,1241,887,1241,887,,,1965-04-23,List A
368659,865,1384,1384,865,,,1965-04-28,List A
368660,1035,955,955,1035,,,1965-04-28,List A
368661,1479,902,1479,902,,,1965-04-28,List A
368662,1102,1271,1102,1271,,,1965-05-01,List A
368663,1282,1498,1282,1498,,,1965-05-01,List A
368664,1085,1272,1272,1085,,,1965-05-22,List A
368665,1102,1149,1102,1149,,,1965-05-22,List A
368666,1184,1515,1515,1184,,,1965-05-22,List A
368667,1241,955,1241,955,,,1965-05-22,List A
368668,1384,1282,1384,1282,,,1965-05-22,List A
368669,1409,1080,1409,1080,,,1965-05-22,List A
368670,1479,1167,1479,1167,,,1965-05-22,List A
368671,1509,1422,1422,1509,,,1965-05-22,List A
368672,1241,1422,1241,1422,,,1965-06-23,List A
368673,1384,1515,1515,1384,,,1965-06-23,List A
368674,1409,1272,1409,1272,,,1965-06-23,List A
368675,1479,1102,1479,1102,,,1965-06-23,List A
368676,1409,1241,1409,1241,,,1965-07-14,List A
368677,1479,1515,1515,1479,,,1965-07-14,List A
368716,3672,3867,3867,3672,,,2008-11-05,Women's ODI
368717,3672,3867,3672,3867,,,2008-11-07,Women's ODI
368718,3672,3867,3672,3867,,,2008-11-09,Women's ODI
368719,3672,3867,3867,3672,,,2008-11-11,Women's ODI
368720,3672,3867,3672,3867,,,2008-11-12,Women's ODI
368750,924,1167,1167,924,,,1966-04-28,List A
368751,1122,865,865,1122,,,1966-04-30,List A
368752,1272,1080,1080,1272,,,1966-04-30,List A
368753,1384,1422,1384,1422,,,1966-04-30,List A
368754,1408,1149,1149,1408,,,1966-04-30,List A
368755,1102,1193,1102,1193,,,1966-05-04,List A
368756,865,1085,1085,865,,,1966-05-21,List A
368757,955,1035,1035,955,,,1966-05-21,List A
368758,1080,1479,1479,1080,,,1966-05-21,List A
368759,1102,1149,1102,1149,,,1966-05-21,List A
368760,1184,1409,1409,1184,,,1966-05-21,List A
368761,1241,1167,1167,1241,,,1966-05-21,List A
368762,1384,1515,1384,1515,,,1966-05-21,List A
368763,1509,1282,1509,1282,,,1966-05-21,List A
368764,1102,1409,1102,1409,,,1966-06-22,List A
368765,1384,1167,1384,1167,,,1966-06-22,List A
368766,1479,1085,1479,1085,,,1966-06-22,List A
368767,1509,1035,1509,1035,,,1966-06-22,List A
368768,1479,1384,1479,1384,,,1966-08-10,List A
368769,1509,1102,1509,1102,,,1966-08-10,List A
368770,1479,1509,1479,1509,,,1966-09-03,List A
368797,1149,1384,1149,1384,,,1967-09-02,List A
368803,1422,1479,1479,1422,,,1968-09-07,List A
368806,1167,1422,1167,1422,,,1970-09-05,List A
368808,1149,1167,1167,1149,,,1971-09-04,List A
368823,864,924,924,864,,,2003-08-28,List A
368824,960,1408,960,1408,,,2003-08-28,List A
368825,969,887,0,969,,,2003-08-28,List A
368826,15,938,15,938,,,2003-08-28,List A
368827,1122,29,29,1122,,,2003-08-28,List A
368828,1271,1193,1193,1271,,,2003-08-28,List A
368829,1380,1279,1380,1279,,,2003-08-28,List A
368830,1472,13,1472,13,,,2003-08-28,List A
368831,1310,1134,1134,1310,,,2003-08-31,List A
368832,30,949,30,949,,,2003-08-31,List A
368833,924,1102,1102,924,,,2004-05-05,List A
368834,30,1035,1035,30,,,2004-05-05,List A
368835,955,1384,1384,955,,,2004-05-05,List A
368837,969,1515,1515,969,,,2004-05-05,List A
368838,975,1422,1422,975,,,2004-05-05,List A
368839,1149,865,1149,865,,,2004-05-05,List A
368840,15,1085,1085,15,,,2004-05-05,List A
368841,1193,1080,1080,1193,,,2004-05-05,List A
368842,1272,902,1272,902,,,2004-05-05,List A
368844,1398,1167,1167,1398,,,2004-05-05,List A
