m_ratings,teams,date
1007,South Africa Women,1977-11-28
1005,England A,1977-11-28
1003,Bermuda,1977-11-28
1003,Papua New Guinea,1977-11-28
1002,Afghanistan,1977-11-28
998,United States of America,1977-11-28
997,Ireland,1977-11-28
996,Scotland,1977-11-28
993,Bangladesh,1977-11-28
993,Kenya,1977-11-28
993,Hong Kong Women,1977-11-28
993,Australia Under-21s Women,1977-11-28
993,England Academy Women,1977-11-28
992,Asia XI,1977-11-28
991,United Arab Emirates,1977-11-28
991,Namibia,1977-11-28
991,Oman,1977-11-28
990,South Africa,1977-11-28
990,Netherlands,1977-11-28
990,Nepal,1977-11-28
985,Hong Kong,1977-11-28
959,WSC Australia,1977-11-28
954,Canada,1977-11-28
914,Pakistan,1977-11-28
864,India,1977-11-28
862,East Africa,1977-11-28
854,Sri Lanka,1977-11-28
NA,India Women,1977-11-28
NA,Australia Women,1977-11-28
1291,West Indies,1977-12-28
1068,England,1977-12-28
1068,Australia,1977-12-28
1041,New Zealand,1977-12-28
1041,WSC West Indies,1977-12-28
1026,Zimbabwe,1977-12-28
1009,Bangladeshis,1977-12-28
1008,ICC World XI,1977-12-28
1008,Bangladesh Women,1977-12-28
1007,Africa XI,1977-12-28
1007,South Africa Women,1977-12-28
1005,England A,1977-12-28
1003,Bermuda,1977-12-28
1003,Papua New Guinea,1977-12-28
1002,Afghanistan,1977-12-28
998,United States of America,1977-12-28
997,Ireland,1977-12-28
996,Scotland,1977-12-28
993,Bangladesh,1977-12-28
993,Australia Under-21s Women,1977-12-28
993,England Academy Women,1977-12-28
992,Kenya,1977-12-28
992,Asia XI,1977-12-28
992,Hong Kong Women,1977-12-28
991,United Arab Emirates,1977-12-28
991,Namibia,1977-12-28
990,South Africa,1977-12-28
990,Netherlands,1977-12-28
990,Nepal,1977-12-28
990,Oman,1977-12-28
985,Hong Kong,1977-12-28
959,WSC Australia,1977-12-28
953,Canada,1977-12-28
942,Pakistan,1977-12-28
866,India,1977-12-28
862,East Africa,1977-12-28
853,Sri Lanka,1977-12-28
NA,India Women,1977-12-28
NA,Australia Women,1977-12-28
1293,West Indies,1978-01-28
1066,Australia,1978-01-28
1051,England,1978-01-28
1042,WSC West Indies,1978-01-28
1039,New Zealand,1978-01-28
1026,Zimbabwe,1978-01-28
1009,Bangladeshis,1978-01-28
1008,ICC World XI,1978-01-28
1008,Bangladesh Women,1978-01-28
1007,Africa XI,1978-01-28
1007,South Africa Women,1978-01-28
1005,England A,1978-01-28
1003,Bermuda,1978-01-28
1003,Papua New Guinea,1978-01-28
1002,Afghanistan,1978-01-28
998,United States of America,1978-01-28
997,Ireland,1978-01-28
996,Scotland,1978-01-28
993,Bangladesh,1978-01-28
993,England Academy Women,1978-01-28
992,Kenya,1978-01-28
992,Asia XI,1978-01-28
992,Hong Kong Women,1978-01-28
992,Australia Under-21s Women,1978-01-28
991,United Arab Emirates,1978-01-28
991,Namibia,1978-01-28
990,South Africa,1978-01-28
990,Netherlands,1978-01-28
990,Nepal,1978-01-28
990,Oman,1978-01-28
985,Hong Kong,1978-01-28
959,Pakistan,1978-01-28
958,WSC Australia,1978-01-28
952,Canada,1978-01-28
868,India,1978-01-28
862,East Africa,1978-01-28
852,Sri Lanka,1978-01-28
NA,India Women,1978-01-28
NA,Australia Women,1978-01-28
1261,West Indies,1978-02-28
1097,Australia,1978-02-28
1060,England,1978-02-28
1043,WSC West Indies,1978-02-28
1037,New Zealand,1978-02-28
1027,Zimbabwe,1978-02-28
1009,Bangladeshis,1978-02-28
1009,ICC World XI,1978-02-28
1008,Bangladesh Women,1978-02-28
1007,Africa XI,1978-02-28
1007,South Africa Women,1978-02-28
1005,England A,1978-02-28
1003,Bermuda,1978-02-28
1003,Papua New Guinea,1978-02-28
1002,Afghanistan,1978-02-28
998,United States of America,1978-02-28
997,Ireland,1978-02-28
995,Scotland,1978-02-28
993,Bangladesh,1978-02-28
993,England Academy Women,1978-02-28
992,Kenya,1978-02-28
992,Hong Kong Women,1978-02-28
992,Australia Under-21s Women,1978-02-28
991,United Arab Emirates,1978-02-28
991,Namibia,1978-02-28
991,Asia XI,1978-02-28
990,South Africa,1978-02-28
990,Netherlands,1978-02-28
990,Nepal,1978-02-28
990,Oman,1978-02-28
985,Hong Kong,1978-02-28
957,WSC Australia,1978-02-28
952,Canada,1978-02-28
950,Pakistan,1978-02-28
870,India,1978-02-28
862,East Africa,1978-02-28
852,Sri Lanka,1978-02-28
NA,India Women,1978-02-28
NA,Australia Women,1978-02-28
1221,West Indies,1978-03-28
1136,Australia,1978-03-28
1069,England,1978-03-28
1043,WSC West Indies,1978-03-28
1035,New Zealand,1978-03-28
1027,Zimbabwe,1978-03-28
1009,Bangladeshis,1978-03-28
1009,ICC World XI,1978-03-28
1008,Bangladesh Women,1978-03-28
1007,Africa XI,1978-03-28
1007,South Africa Women,1978-03-28
1006,England A,1978-03-28
1003,Bermuda,1978-03-28
1003,Papua New Guinea,1978-03-28
1002,Afghanistan,1978-03-28
998,United States of America,1978-03-28
997,Ireland,1978-03-28
995,Scotland,1978-03-28
993,Bangladesh,1978-03-28
993,England Academy Women,1978-03-28
992,Kenya,1978-03-28
992,Hong Kong Women,1978-03-28
992,Australia Under-21s Women,1978-03-28
991,Namibia,1978-03-28
991,Asia XI,1978-03-28
990,South Africa,1978-03-28
990,United Arab Emirates,1978-03-28
990,Netherlands,1978-03-28
990,Nepal,1978-03-28
990,Oman,1978-03-28
984,Hong Kong,1978-03-28
957,WSC Australia,1978-03-28
951,Canada,1978-03-28
941,Pakistan,1978-03-28
872,India,1978-03-28
862,East Africa,1978-03-28
851,Sri Lanka,1978-03-28
NA,India Women,1978-03-28
NA,Australia Women,1978-03-28
1215,West Indies,1978-04-28
1138,Australia,1978-04-28
1081,England,1978-04-28
1044,WSC West Indies,1978-04-28
1032,New Zealand,1978-04-28
1028,Zimbabwe,1978-04-28
1009,Bangladeshis,1978-04-28
1009,ICC World XI,1978-04-28
1008,Bangladesh Women,1978-04-28
1007,Africa XI,1978-04-28
1007,South Africa Women,1978-04-28
1006,England A,1978-04-28
1003,Bermuda,1978-04-28
1003,Papua New Guinea,1978-04-28
1002,Afghanistan,1978-04-28
998,United States of America,1978-04-28
997,Ireland,1978-04-28
995,Scotland,1978-04-28
993,England Academy Women,1978-04-28
992,Bangladesh,1978-04-28
992,Kenya,1978-04-28
992,Hong Kong Women,1978-04-28
992,Australia Under-21s Women,1978-04-28
991,Namibia,1978-04-28
991,Asia XI,1978-04-28
990,South Africa,1978-04-28
990,United Arab Emirates,1978-04-28
990,Netherlands,1978-04-28
990,Oman,1978-04-28
989,Nepal,1978-04-28
984,Hong Kong,1978-04-28
956,WSC Australia,1978-04-28
950,Canada,1978-04-28
929,Pakistan,1978-04-28
874,India,1978-04-28
862,East Africa,1978-04-28
850,Sri Lanka,1978-04-28
NA,India Women,1978-04-28
NA,Australia Women,1978-04-28
1216,West Indies,1978-05-28
1133,Australia,1978-05-28
1126,England,1978-05-28
1045,WSC West Indies,1978-05-28
1030,New Zealand,1978-05-28
1028,Zimbabwe,1978-05-28
1010,Bangladeshis,1978-05-28
1009,ICC World XI,1978-05-28
1008,Africa XI,1978-05-28
1008,Bangladesh Women,1978-05-28
1007,South Africa Women,1978-05-28
1006,England A,1978-05-28
1003,Bermuda,1978-05-28
1003,Papua New Guinea,1978-05-28
1002,Afghanistan,1978-05-28
998,United States of America,1978-05-28
997,Ireland,1978-05-28
995,Scotland,1978-05-28
993,England Academy Women,1978-05-28
992,Bangladesh,1978-05-28
992,Kenya,1978-05-28
992,Hong Kong Women,1978-05-28
992,Australia Under-21s Women,1978-05-28
991,Asia XI,1978-05-28
990,United Arab Emirates,1978-05-28
990,Namibia,1978-05-28
990,Oman,1978-05-28
989,South Africa,1978-05-28
989,Netherlands,1978-05-28
989,Nepal,1978-05-28
984,Hong Kong,1978-05-28
955,WSC Australia,1978-05-28
950,Canada,1978-05-28
891,Pakistan,1978-05-28
876,India,1978-05-28
862,East Africa,1978-05-28
849,Sri Lanka,1978-05-28
NA,India Women,1978-05-28
NA,Australia Women,1978-05-28
1216,West Indies,1978-06-28
1165,England,1978-06-28
1127,Australia,1978-06-28
1045,WSC West Indies,1978-06-28
1028,Zimbabwe,1978-06-28
1016,New Zealand,1978-06-28
1010,Bangladeshis,1978-06-28
1009,ICC World XI,1978-06-28
1008,Africa XI,1978-06-28
1008,Bangladesh Women,1978-06-28
1007,South Africa Women,1978-06-28
1006,England A,1978-06-28
1003,Bermuda,1978-06-28
1003,Papua New Guinea,1978-06-28
1002,Afghanistan,1978-06-28
998,United States of America,1978-06-28
997,Ireland,1978-06-28
995,Scotland,1978-06-28
993,England Academy Women,1978-06-28
992,Bangladesh,1978-06-28
992,Kenya,1978-06-28
992,Hong Kong Women,1978-06-28
992,Australia Under-21s Women,1978-06-28
991,Asia XI,1978-06-28
990,United Arab Emirates,1978-06-28
990,Namibia,1978-06-28
990,Oman,1978-06-28
989,South Africa,1978-06-28
989,Netherlands,1978-06-28
989,Nepal,1978-06-28
984,Hong Kong,1978-06-28
955,WSC Australia,1978-06-28
949,Canada,1978-06-28
878,India,1978-06-28
876,Pakistan,1978-06-28
862,East Africa,1978-06-28
849,Sri Lanka,1978-06-28
NA,India Women,1978-06-28
NA,Australia Women,1978-06-28
1217,West Indies,1978-07-28
1196,England,1978-07-28
1122,Australia,1978-07-28
1046,WSC West Indies,1978-07-28
1029,Zimbabwe,1978-07-28
1010,Bangladeshis,1978-07-28
1009,ICC World XI,1978-07-28
1008,Africa XI,1978-07-28
1008,Bangladesh Women,1978-07-28
1008,South Africa Women,1978-07-28
1006,England A,1978-07-28
1003,Bermuda,1978-07-28
1003,Papua New Guinea,1978-07-28
1002,Afghanistan,1978-07-28
998,New Zealand,1978-07-28
998,United States of America,1978-07-28
997,Ireland,1978-07-28
995,Scotland,1978-07-28
992,Bangladesh,1978-07-28
992,Kenya,1978-07-28
992,Hong Kong Women,1978-07-28
992,Australia Under-21s Women,1978-07-28
992,England Academy Women,1978-07-28
991,Asia XI,1978-07-28
990,United Arab Emirates,1978-07-28
990,Namibia,1978-07-28
989,South Africa,1978-07-28
989,Netherlands,1978-07-28
989,Nepal,1978-07-28
989,Oman,1978-07-28
983,Hong Kong,1978-07-28
954,WSC Australia,1978-07-28
948,Canada,1978-07-28
880,India,1978-07-28
862,Pakistan,1978-07-28
862,East Africa,1978-07-28
848,Sri Lanka,1978-07-28
NA,India Women,1978-07-28
NA,Australia Women,1978-07-28
1217,West Indies,1978-08-28
1204,England,1978-08-28
1117,Australia,1978-08-28
1047,WSC West Indies,1978-08-28
1029,Zimbabwe,1978-08-28
1010,Bangladeshis,1978-08-28
1009,ICC World XI,1978-08-28
1008,Africa XI,1978-08-28
1008,Bangladesh Women,1978-08-28
1008,South Africa Women,1978-08-28
1006,England A,1978-08-28
1003,Bermuda,1978-08-28
1003,Papua New Guinea,1978-08-28
1002,Afghanistan,1978-08-28
1001,New Zealand,1978-08-28
998,United States of America,1978-08-28
997,Ireland,1978-08-28
995,Scotland,1978-08-28
992,Bangladesh,1978-08-28
992,Kenya,1978-08-28
992,Hong Kong Women,1978-08-28
992,Australia Under-21s Women,1978-08-28
992,England Academy Women,1978-08-28
991,Asia XI,1978-08-28
990,United Arab Emirates,1978-08-28
990,Namibia,1978-08-28
989,South Africa,1978-08-28
989,Netherlands,1978-08-28
989,Nepal,1978-08-28
989,Oman,1978-08-28
983,Hong Kong,1978-08-28
953,WSC Australia,1978-08-28
947,Canada,1978-08-28
882,India,1978-08-28
862,East Africa,1978-08-28
847,Pakistan,1978-08-28
847,Sri Lanka,1978-08-28
NA,India Women,1978-08-28
NA,Australia Women,1978-08-28
1218,West Indies,1978-09-28
1213,England,1978-09-28
1112,Australia,1978-09-28
1047,WSC West Indies,1978-09-28
1030,Zimbabwe,1978-09-28
1010,Bangladeshis,1978-09-28
1009,ICC World XI,1978-09-28
1009,Bangladesh Women,1978-09-28
1008,Africa XI,1978-09-28
1008,South Africa Women,1978-09-28
1006,England A,1978-09-28
1004,New Zealand,1978-09-28
1003,Bermuda,1978-09-28
1003,Papua New Guinea,1978-09-28
1002,Afghanistan,1978-09-28
998,United States of America,1978-09-28
997,Ireland,1978-09-28
995,Scotland,1978-09-28
992,Bangladesh,1978-09-28
992,Australia Under-21s Women,1978-09-28
992,England Academy Women,1978-09-28
991,Kenya,1978-09-28
991,Asia XI,1978-09-28
991,Hong Kong Women,1978-09-28
990,United Arab Emirates,1978-09-28
990,Namibia,1978-09-28
989,South Africa,1978-09-28
989,Netherlands,1978-09-28
989,Nepal,1978-09-28
989,Oman,1978-09-28
983,Hong Kong,1978-09-28
953,WSC Australia,1978-09-28
947,Canada,1978-09-28
883,Pakistan,1978-09-28
862,East Africa,1978-09-28
847,Sri Lanka,1978-09-28
838,India,1978-09-28
NA,India Women,1978-09-28
NA,Australia Women,1978-09-28
1221,England,1978-10-28
1218,West Indies,1978-10-28
1107,Australia,1978-10-28
1048,WSC West Indies,1978-10-28
1030,Zimbabwe,1978-10-28
1010,Bangladeshis,1978-10-28
1010,ICC World XI,1978-10-28
1009,Bangladesh Women,1978-10-28
1008,Africa XI,1978-10-28
1008,South Africa Women,1978-10-28
1007,New Zealand,1978-10-28
1006,England A,1978-10-28
1003,Bermuda,1978-10-28
1003,Papua New Guinea,1978-10-28
1002,Afghanistan,1978-10-28
998,United States of America,1978-10-28
997,Ireland,1978-10-28
995,Scotland,1978-10-28
992,Bangladesh,1978-10-28
992,England Academy Women,1978-10-28
991,Kenya,1978-10-28
991,Hong Kong Women,1978-10-28
991,Australia Under-21s Women,1978-10-28
990,Namibia,1978-10-28
990,Asia XI,1978-10-28
989,South Africa,1978-10-28
989,United Arab Emirates,1978-10-28
989,Netherlands,1978-10-28
989,Nepal,1978-10-28
989,Oman,1978-10-28
983,Hong Kong,1978-10-28
952,WSC Australia,1978-10-28
946,Canada,1978-10-28
936,Pakistan,1978-10-28
862,East Africa,1978-10-28
846,Sri Lanka,1978-10-28
787,India,1978-10-28
NA,India Women,1978-10-28
NA,Australia Women,1978-10-28
1229,England,1978-11-28
1218,West Indies,1978-11-28
1101,Australia,1978-11-28
1049,WSC West Indies,1978-11-28
1030,Zimbabwe,1978-11-28
1010,New Zealand,1978-11-28
1010,Bangladeshis,1978-11-28
1010,ICC World XI,1978-11-28
1009,Bangladesh Women,1978-11-28
1008,Africa XI,1978-11-28
1008,South Africa Women,1978-11-28
1006,England A,1978-11-28
1003,Bermuda,1978-11-28
1003,Papua New Guinea,1978-11-28
1002,Afghanistan,1978-11-28
998,United States of America,1978-11-28
997,Ireland,1978-11-28
995,Scotland,1978-11-28
992,Bangladesh,1978-11-28
992,England Academy Women,1978-11-28
991,Kenya,1978-11-28
991,Hong Kong Women,1978-11-28
991,Australia Under-21s Women,1978-11-28
990,Namibia,1978-11-28
990,Asia XI,1978-11-28
989,South Africa,1978-11-28
989,United Arab Emirates,1978-11-28
989,Oman,1978-11-28
988,Netherlands,1978-11-28
988,Nepal,1978-11-28
982,Hong Kong,1978-11-28
951,WSC Australia,1978-11-28
946,Pakistan,1978-11-28
945,Canada,1978-11-28
862,East Africa,1978-11-28
845,Sri Lanka,1978-11-28
785,India,1978-11-28
NA,India Women,1978-11-28
NA,Australia Women,1978-11-28
1263,England,1978-12-28
1219,West Indies,1978-12-28
1069,Australia,1978-12-28
1049,WSC West Indies,1978-12-28
1031,Zimbabwe,1978-12-28
1014,New Zealand,1978-12-28
1010,Bangladeshis,1978-12-28
1010,ICC World XI,1978-12-28
1009,Bangladesh Women,1978-12-28
1008,Africa XI,1978-12-28
1008,South Africa Women,1978-12-28
1006,England A,1978-12-28
1003,Bermuda,1978-12-28
1003,Papua New Guinea,1978-12-28
1002,Afghanistan,1978-12-28
998,United States of America,1978-12-28
997,Ireland,1978-12-28
995,Scotland,1978-12-28
992,Bangladesh,1978-12-28
992,England Academy Women,1978-12-28
991,Kenya,1978-12-28
991,Hong Kong Women,1978-12-28
991,Australia Under-21s Women,1978-12-28
990,Namibia,1978-12-28
990,Asia XI,1978-12-28
989,United Arab Emirates,1978-12-28
989,Oman,1978-12-28
988,South Africa,1978-12-28
988,Netherlands,1978-12-28
988,Nepal,1978-12-28
982,Hong Kong,1978-12-28
954,Pakistan,1978-12-28
951,WSC Australia,1978-12-28
945,Canada,1978-12-28
862,East Africa,1978-12-28
844,Sri Lanka,1978-12-28
784,India,1978-12-28
NA,India Women,1978-12-28
NA,Australia Women,1978-12-28
1219,West Indies,1979-01-28
1174,England,1979-01-28
1158,Australia,1979-01-28
1040,WSC West Indies,1979-01-28
1031,Zimbabwe,1979-01-28
1017,New Zealand,1979-01-28
1011,Bangladeshis,1979-01-28
1010,ICC World XI,1979-01-28
1009,Bangladesh Women,1979-01-28
1008,Africa XI,1979-01-28
1008,South Africa Women,1979-01-28
1006,England A,1979-01-28
1003,Bermuda,1979-01-28
1003,Papua New Guinea,1979-01-28
1002,Afghanistan,1979-01-28
998,United States of America,1979-01-28
997,Ireland,1979-01-28
995,Scotland,1979-01-28
992,England Academy Women,1979-01-28
991,Bangladesh,1979-01-28
991,Kenya,1979-01-28
991,Hong Kong Women,1979-01-28
991,Australia Under-21s Women,1979-01-28
990,Asia XI,1979-01-28
989,United Arab Emirates,1979-01-28
989,Namibia,1979-01-28
989,Oman,1979-01-28
988,South Africa,1979-01-28
988,Netherlands,1979-01-28
988,Nepal,1979-01-28
982,Hong Kong,1979-01-28
962,Pakistan,1979-01-28
960,WSC Australia,1979-01-28
944,Canada,1979-01-28
862,East Africa,1979-01-28
844,Sri Lanka,1979-01-28
783,India,1979-01-28
NA,India Women,1979-01-28
NA,Australia Women,1979-01-28
1220,West Indies,1979-02-28
1170,Australia,1979-02-28
1162,England,1979-02-28
1032,Zimbabwe,1979-02-28
1021,WSC West Indies,1979-02-28
1020,New Zealand,1979-02-28
1011,Bangladeshis,1979-02-28
1010,ICC World XI,1979-02-28
1009,Africa XI,1979-02-28
1009,Bangladesh Women,1979-02-28
1008,South Africa Women,1979-02-28
1006,England A,1979-02-28
1003,Bermuda,1979-02-28
1003,Papua New Guinea,1979-02-28
1002,Afghanistan,1979-02-28
998,United States of America,1979-02-28
997,Ireland,1979-02-28
995,Scotland,1979-02-28
992,England Academy Women,1979-02-28
991,Bangladesh,1979-02-28
991,Kenya,1979-02-28
991,Hong Kong Women,1979-02-28
991,Australia Under-21s Women,1979-02-28
990,Asia XI,1979-02-28
989,United Arab Emirates,1979-02-28
989,Namibia,1979-02-28
988,South Africa,1979-02-28
988,Netherlands,1979-02-28
988,Nepal,1979-02-28
988,Oman,1979-02-28
982,Hong Kong,1979-02-28
979,WSC Australia,1979-02-28
971,Pakistan,1979-02-28
943,Canada,1979-02-28
862,East Africa,1979-02-28
843,Sri Lanka,1979-02-28
782,India,1979-02-28
NA,India Women,1979-02-28
NA,Australia Women,1979-02-28
1220,West Indies,1979-03-28
1175,England,1979-03-28
1157,Australia,1979-03-28
1088,WSC West Indies,1979-03-28
1032,Zimbabwe,1979-03-28
1023,New Zealand,1979-03-28
1011,Bangladeshis,1979-03-28
1010,ICC World XI,1979-03-28
1009,Africa XI,1979-03-28
1009,Bangladesh Women,1979-03-28
1008,South Africa Women,1979-03-28
1007,England A,1979-03-28
1003,Bermuda,1979-03-28
1003,Papua New Guinea,1979-03-28
1002,Afghanistan,1979-03-28
998,United States of America,1979-03-28
996,Ireland,1979-03-28
995,Scotland,1979-03-28
992,England Academy Women,1979-03-28
991,Bangladesh,1979-03-28
991,Kenya,1979-03-28
991,Hong Kong Women,1979-03-28
991,Australia Under-21s Women,1979-03-28
990,Asia XI,1979-03-28
989,United Arab Emirates,1979-03-28
989,Namibia,1979-03-28
988,South Africa,1979-03-28
988,Netherlands,1979-03-28
988,Nepal,1979-03-28
988,Oman,1979-03-28
982,Hong Kong,1979-03-28
978,Pakistan,1979-03-28
942,Canada,1979-03-28
912,WSC Australia,1979-03-28
862,East Africa,1979-03-28
842,Sri Lanka,1979-03-28
782,India,1979-03-28
NA,India Women,1979-03-28
NA,Australia Women,1979-03-28
1221,West Indies,1979-04-28
1189,England,1979-04-28
1143,Australia,1979-04-28
1067,WSC West Indies,1979-04-28
1032,Zimbabwe,1979-04-28
1026,New Zealand,1979-04-28
1011,Bangladeshis,1979-04-28
1010,ICC World XI,1979-04-28
1009,Africa XI,1979-04-28
1009,Bangladesh Women,1979-04-28
1008,South Africa Women,1979-04-28
1007,England A,1979-04-28
1003,Bermuda,1979-04-28
1003,Papua New Guinea,1979-04-28
1002,Afghanistan,1979-04-28
998,United States of America,1979-04-28
996,Ireland,1979-04-28
994,Scotland,1979-04-28
992,England Academy Women,1979-04-28
991,Bangladesh,1979-04-28
991,Kenya,1979-04-28
991,Hong Kong Women,1979-04-28
991,Australia Under-21s Women,1979-04-28
990,Asia XI,1979-04-28
989,United Arab Emirates,1979-04-28
989,Namibia,1979-04-28
988,South Africa,1979-04-28
988,Netherlands,1979-04-28
988,Nepal,1979-04-28
988,Oman,1979-04-28
987,Pakistan,1979-04-28
981,Hong Kong,1979-04-28
942,Canada,1979-04-28
933,WSC Australia,1979-04-28
862,East Africa,1979-04-28
842,Sri Lanka,1979-04-28
781,India,1979-04-28
NA,India Women,1979-04-28
NA,Australia Women,1979-04-28
1250,West Indies,1979-05-28
1220,England,1979-05-28
1109,Australia,1979-05-28
1067,WSC West Indies,1979-05-28
1033,Zimbabwe,1979-05-28
1022,New Zealand,1979-05-28
1011,Pakistan,1979-05-28
1011,Bangladeshis,1979-05-28
1010,ICC World XI,1979-05-28
1010,Bangladesh Women,1979-05-28
1009,Africa XI,1979-05-28
1009,South Africa Women,1979-05-28
1007,England A,1979-05-28
1003,Bermuda,1979-05-28
1003,Papua New Guinea,1979-05-28
1002,Afghanistan,1979-05-28
998,United States of America,1979-05-28
996,Ireland,1979-05-28
994,Scotland,1979-05-28
991,Bangladesh,1979-05-28
991,Australia Under-21s Women,1979-05-28
991,England Academy Women,1979-05-28
990,Kenya,1979-05-28
990,Asia XI,1979-05-28
990,Hong Kong Women,1979-05-28
989,Namibia,1979-05-28
988,South Africa,1979-05-28
988,United Arab Emirates,1979-05-28
988,Netherlands,1979-05-28
988,Oman,1979-05-28
987,Nepal,1979-05-28
981,Hong Kong,1979-05-28
933,WSC Australia,1979-05-28
919,Canada,1979-05-28
862,East Africa,1979-05-28
852,Sri Lanka,1979-05-28
754,India,1979-05-28
NA,India Women,1979-05-28
NA,Australia Women,1979-05-28
1317,West Indies,1979-06-28
1228,England,1979-06-28
1106,Australia,1979-06-28
1067,WSC West Indies,1979-06-28
1033,Zimbabwe,1979-06-28
1011,Bangladeshis,1979-06-28
1011,ICC World XI,1979-06-28
1010,New Zealand,1979-06-28
1010,Pakistan,1979-06-28
1010,Bangladesh Women,1979-06-28
1009,Africa XI,1979-06-28
1009,South Africa Women,1979-06-28
1007,England A,1979-06-28
1003,Bermuda,1979-06-28
1003,Papua New Guinea,1979-06-28
1002,Afghanistan,1979-06-28
998,United States of America,1979-06-28
996,Ireland,1979-06-28
994,Scotland,1979-06-28
991,Bangladesh,1979-06-28
991,England Academy Women,1979-06-28
990,Kenya,1979-06-28
990,Hong Kong Women,1979-06-28
990,Australia Under-21s Women,1979-06-28
989,Namibia,1979-06-28
989,Asia XI,1979-06-28
988,United Arab Emirates,1979-06-28
988,Oman,1979-06-28
987,South Africa,1979-06-28
987,Netherlands,1979-06-28
987,Nepal,1979-06-28
981,Hong Kong,1979-06-28
933,WSC Australia,1979-06-28
892,Canada,1979-06-28
871,Sri Lanka,1979-06-28
862,East Africa,1979-06-28
726,India,1979-06-28
NA,India Women,1979-06-28
NA,Australia Women,1979-06-28
1302,West Indies,1979-07-28
1238,England,1979-07-28
1120,Australia,1979-07-28
1067,WSC West Indies,1979-07-28
1034,Zimbabwe,1979-07-28
1021,New Zealand,1979-07-28
1011,Bangladeshis,1979-07-28
1011,ICC World XI,1979-07-28
1010,Bangladesh Women,1979-07-28
1009,Pakistan,1979-07-28
1009,Africa XI,1979-07-28
1009,South Africa Women,1979-07-28
1007,England A,1979-07-28
1004,Bermuda,1979-07-28
1003,Papua New Guinea,1979-07-28
1002,Afghanistan,1979-07-28
998,United States of America,1979-07-28
996,Ireland,1979-07-28
994,Scotland,1979-07-28
991,Bangladesh,1979-07-28
991,England Academy Women,1979-07-28
990,Kenya,1979-07-28
990,Hong Kong Women,1979-07-28
990,Australia Under-21s Women,1979-07-28
989,Namibia,1979-07-28
989,Asia XI,1979-07-28
988,United Arab Emirates,1979-07-28
988,Oman,1979-07-28
987,South Africa,1979-07-28
987,Netherlands,1979-07-28
987,Nepal,1979-07-28
981,Hong Kong,1979-07-28
933,WSC Australia,1979-07-28
892,Canada,1979-07-28
870,Sri Lanka,1979-07-28
862,East Africa,1979-07-28
730,India,1979-07-28
NA,India Women,1979-07-28
NA,Australia Women,1979-07-28
1286,West Indies,1979-08-28
1248,England,1979-08-28
1136,Australia,1979-08-28
1067,WSC West Indies,1979-08-28
1034,Zimbabwe,1979-08-28
1033,New Zealand,1979-08-28
1012,Bangladeshis,1979-08-28
1011,ICC World XI,1979-08-28
1010,Bangladesh Women,1979-08-28
1009,Africa XI,1979-08-28
1009,South Africa Women,1979-08-28
1007,Pakistan,1979-08-28
1007,England A,1979-08-28
1004,Bermuda,1979-08-28
1003,Papua New Guinea,1979-08-28
1002,Afghanistan,1979-08-28
998,United States of America,1979-08-28
996,Ireland,1979-08-28
994,Scotland,1979-08-28
991,Bangladesh,1979-08-28
991,England Academy Women,1979-08-28
990,Kenya,1979-08-28
990,Hong Kong Women,1979-08-28
990,Australia Under-21s Women,1979-08-28
989,Asia XI,1979-08-28
988,United Arab Emirates,1979-08-28
988,Namibia,1979-08-28
987,South Africa,1979-08-28
987,Netherlands,1979-08-28
987,Nepal,1979-08-28
987,Oman,1979-08-28
980,Hong Kong,1979-08-28
933,WSC Australia,1979-08-28
892,Canada,1979-08-28
868,Sri Lanka,1979-08-28
862,East Africa,1979-08-28
736,India,1979-08-28
NA,India Women,1979-08-28
NA,Australia Women,1979-08-28
1270,West Indies,1979-09-28
1259,England,1979-09-28
1151,Australia,1979-09-28
1067,WSC West Indies,1979-09-28
1045,New Zealand,1979-09-28
1034,Zimbabwe,1979-09-28
1012,Bangladeshis,1979-09-28
1011,ICC World XI,1979-09-28
1010,Bangladesh Women,1979-09-28
1009,Africa XI,1979-09-28
1009,South Africa Women,1979-09-28
1007,England A,1979-09-28
1006,Pakistan,1979-09-28
1004,Bermuda,1979-09-28
1003,Papua New Guinea,1979-09-28
1002,Afghanistan,1979-09-28
998,United States of America,1979-09-28
996,Ireland,1979-09-28
994,Scotland,1979-09-28
991,Bangladesh,1979-09-28
991,England Academy Women,1979-09-28
990,Kenya,1979-09-28
990,Hong Kong Women,1979-09-28
990,Australia Under-21s Women,1979-09-28
989,Asia XI,1979-09-28
988,United Arab Emirates,1979-09-28
988,Namibia,1979-09-28
987,South Africa,1979-09-28
987,Netherlands,1979-09-28
987,Nepal,1979-09-28
987,Oman,1979-09-28
980,Hong Kong,1979-09-28
933,WSC Australia,1979-09-28
892,Canada,1979-09-28
867,Sri Lanka,1979-09-28
862,East Africa,1979-09-28
741,India,1979-09-28
NA,India Women,1979-09-28
NA,Australia Women,1979-09-28
1269,England,1979-10-28
1255,West Indies,1979-10-28
1166,Australia,1979-10-28
1067,WSC West Indies,1979-10-28
1056,New Zealand,1979-10-28
1035,Zimbabwe,1979-10-28
1012,Bangladeshis,1979-10-28
1011,ICC World XI,1979-10-28
1010,Bangladesh Women,1979-10-28
1009,Africa XI,1979-10-28
1009,South Africa Women,1979-10-28
1007,England A,1979-10-28
1004,Pakistan,1979-10-28
