m_ratings,teams,date
1052,England,1972-08-28
1004,New Zealand,1972-08-28
1000,WSC West Indies,1972-08-28
1000,WSC Australia,1972-08-28
1000,Canada,1972-08-28
1000,Zimbabwe,1972-08-28
1000,Bangladesh,1972-08-28
1000,South Africa,1972-08-28
1000,United Arab Emirates,1972-08-28
1000,Netherlands,1972-08-28
1000,Kenya,1972-08-28
1000,Scotland,1972-08-28
1000,Bangladeshis,1972-08-28
1000,Namibia,1972-08-28
1000,Hong Kong,1972-08-28
1000,United States of America,1972-08-28
1000,ICC World XI,1972-08-28
1000,Asia XI,1972-08-28
1000,England A,1972-08-28
1000,Africa XI,1972-08-28
1000,Bermuda,1972-08-28
1000,Ireland,1972-08-28
1000,Bangladesh Women,1972-08-28
1000,Hong Kong Women,1972-08-28
1000,India Women,1972-08-28
1000,Australia Under-21s Women,1972-08-28
1000,Australia Women,1972-08-28
1000,Afghanistan,1972-08-28
1000,South Africa Women,1972-08-28
1000,England Academy Women,1972-08-28
1000,Papua New Guinea,1972-08-28
1000,Nepal,1972-08-28
1000,Oman,1972-08-28
999,India,1972-08-28
999,Sri Lanka,1972-08-28
999,East Africa,1972-08-28
998,West Indies,1972-08-28
996,Pakistan,1972-08-28
952,Australia,1972-08-28
1057,England,1972-09-28
1014,New Zealand,1972-09-28
1001,WSC West Indies,1972-09-28
1001,Zimbabwe,1972-09-28
1000,Bangladesh,1972-09-28
1000,South Africa,1972-09-28
1000,United Arab Emirates,1972-09-28
1000,Netherlands,1972-09-28
1000,Kenya,1972-09-28
1000,Scotland,1972-09-28
1000,Bangladeshis,1972-09-28
1000,Namibia,1972-09-28
1000,Hong Kong,1972-09-28
1000,United States of America,1972-09-28
1000,ICC World XI,1972-09-28
1000,Asia XI,1972-09-28
1000,England A,1972-09-28
1000,Africa XI,1972-09-28
1000,Bermuda,1972-09-28
1000,Ireland,1972-09-28
1000,Bangladesh Women,1972-09-28
1000,Hong Kong Women,1972-09-28
1000,Australia Under-21s Women,1972-09-28
1000,Afghanistan,1972-09-28
1000,South Africa Women,1972-09-28
1000,England Academy Women,1972-09-28
1000,Papua New Guinea,1972-09-28
1000,Nepal,1972-09-28
1000,Oman,1972-09-28
999,WSC Australia,1972-09-28
999,Canada,1972-09-28
998,Sri Lanka,1972-09-28
997,India,1972-09-28
997,East Africa,1972-09-28
994,West Indies,1972-09-28
986,Pakistan,1972-09-28
955,Australia,1972-09-28
NA,India Women,1972-09-28
NA,Australia Women,1972-09-28
1062,England,1972-10-28
1023,New Zealand,1972-10-28
1002,WSC West Indies,1972-10-28
1001,Zimbabwe,1972-10-28
1000,Bangladesh,1972-10-28
1000,South Africa,1972-10-28
1000,United Arab Emirates,1972-10-28
1000,Netherlands,1972-10-28
1000,Kenya,1972-10-28
1000,Scotland,1972-10-28
1000,Bangladeshis,1972-10-28
1000,Namibia,1972-10-28
1000,United States of America,1972-10-28
1000,ICC World XI,1972-10-28
1000,Asia XI,1972-10-28
1000,England A,1972-10-28
1000,Africa XI,1972-10-28
1000,Bermuda,1972-10-28
1000,Ireland,1972-10-28
1000,Bangladesh Women,1972-10-28
1000,Hong Kong Women,1972-10-28
1000,Australia Under-21s Women,1972-10-28
1000,Afghanistan,1972-10-28
1000,South Africa Women,1972-10-28
1000,England Academy Women,1972-10-28
1000,Papua New Guinea,1972-10-28
1000,Nepal,1972-10-28
1000,Oman,1972-10-28
999,Hong Kong,1972-10-28
998,WSC Australia,1972-10-28
998,Canada,1972-10-28
996,Sri Lanka,1972-10-28
995,India,1972-10-28
995,East Africa,1972-10-28
991,West Indies,1972-10-28
977,Pakistan,1972-10-28
959,Australia,1972-10-28
NA,India Women,1972-10-28
NA,Australia Women,1972-10-28
1066,England,1972-11-28
1032,New Zealand,1972-11-28
1002,WSC West Indies,1972-11-28
1001,Zimbabwe,1972-11-28
1000,Bangladesh,1972-11-28
1000,United Arab Emirates,1972-11-28
1000,Kenya,1972-11-28
1000,Scotland,1972-11-28
1000,Bangladeshis,1972-11-28
1000,Namibia,1972-11-28
1000,United States of America,1972-11-28
1000,ICC World XI,1972-11-28
1000,Asia XI,1972-11-28
1000,England A,1972-11-28
1000,Africa XI,1972-11-28
1000,Bermuda,1972-11-28
1000,Ireland,1972-11-28
1000,Bangladesh Women,1972-11-28
1000,Hong Kong Women,1972-11-28
1000,Australia Under-21s Women,1972-11-28
1000,Afghanistan,1972-11-28
1000,South Africa Women,1972-11-28
1000,England Academy Women,1972-11-28
1000,Papua New Guinea,1972-11-28
999,South Africa,1972-11-28
999,Netherlands,1972-11-28
999,Hong Kong,1972-11-28
999,Nepal,1972-11-28
999,Oman,1972-11-28
998,WSC Australia,1972-11-28
997,Canada,1972-11-28
995,Sri Lanka,1972-11-28
993,India,1972-11-28
993,East Africa,1972-11-28
987,West Indies,1972-11-28
968,Pakistan,1972-11-28
962,Australia,1972-11-28
NA,India Women,1972-11-28
NA,Australia Women,1972-11-28
1071,England,1972-12-28
1041,New Zealand,1972-12-28
1003,WSC West Indies,1972-12-28
1002,Zimbabwe,1972-12-28
1001,Bangladeshis,1972-12-28
1001,ICC World XI,1972-12-28
1001,Bangladesh Women,1972-12-28
1000,Bangladesh,1972-12-28
1000,Scotland,1972-12-28
1000,United States of America,1972-12-28
1000,England A,1972-12-28
1000,Africa XI,1972-12-28
1000,Bermuda,1972-12-28
1000,Ireland,1972-12-28
1000,Afghanistan,1972-12-28
1000,South Africa Women,1972-12-28
1000,England Academy Women,1972-12-28
1000,Papua New Guinea,1972-12-28
999,South Africa,1972-12-28
999,United Arab Emirates,1972-12-28
999,Netherlands,1972-12-28
999,Kenya,1972-12-28
999,Namibia,1972-12-28
999,Hong Kong,1972-12-28
999,Asia XI,1972-12-28
999,Hong Kong Women,1972-12-28
999,Australia Under-21s Women,1972-12-28
999,Nepal,1972-12-28
999,Oman,1972-12-28
997,WSC Australia,1972-12-28
997,Canada,1972-12-28
994,Sri Lanka,1972-12-28
991,East Africa,1972-12-28
990,India,1972-12-28
984,West Indies,1972-12-28
966,Australia,1972-12-28
959,Pakistan,1972-12-28
NA,India Women,1972-12-28
NA,Australia Women,1972-12-28
1076,England,1973-01-28
1048,New Zealand,1973-01-28
1004,WSC West Indies,1973-01-28
1002,Zimbabwe,1973-01-28
1001,Bangladeshis,1973-01-28
1001,ICC World XI,1973-01-28
1001,Africa XI,1973-01-28
1001,Bangladesh Women,1973-01-28
1001,South Africa Women,1973-01-28
1000,Scotland,1973-01-28
1000,United States of America,1973-01-28
1000,England A,1973-01-28
1000,Bermuda,1973-01-28
1000,Ireland,1973-01-28
1000,Afghanistan,1973-01-28
1000,Papua New Guinea,1973-01-28
999,Bangladesh,1973-01-28
999,South Africa,1973-01-28
999,United Arab Emirates,1973-01-28
999,Netherlands,1973-01-28
999,Kenya,1973-01-28
999,Namibia,1973-01-28
999,Hong Kong,1973-01-28
999,Asia XI,1973-01-28
999,Hong Kong Women,1973-01-28
999,Australia Under-21s Women,1973-01-28
999,England Academy Women,1973-01-28
999,Nepal,1973-01-28
999,Oman,1973-01-28
996,WSC Australia,1973-01-28
996,Canada,1973-01-28
992,Sri Lanka,1973-01-28
989,East Africa,1973-01-28
988,India,1973-01-28
980,West Indies,1973-01-28
969,Australia,1973-01-28
952,Pakistan,1973-01-28
NA,India Women,1973-01-28
NA,Australia Women,1973-01-28
1081,England,1973-02-28
1040,New Zealand,1973-02-28
1004,WSC West Indies,1973-02-28
1003,Zimbabwe,1973-02-28
1001,Bangladeshis,1973-02-28
1001,ICC World XI,1973-02-28
1001,England A,1973-02-28
1001,Africa XI,1973-02-28
1001,Bangladesh Women,1973-02-28
1001,South Africa Women,1973-02-28
1000,Scotland,1973-02-28
1000,United States of America,1973-02-28
1000,Bermuda,1973-02-28
1000,Ireland,1973-02-28
1000,Afghanistan,1973-02-28
1000,Papua New Guinea,1973-02-28
999,Bangladesh,1973-02-28
999,South Africa,1973-02-28
999,United Arab Emirates,1973-02-28
999,Netherlands,1973-02-28
999,Kenya,1973-02-28
999,Namibia,1973-02-28
999,Asia XI,1973-02-28
999,Hong Kong Women,1973-02-28
999,Australia Under-21s Women,1973-02-28
999,England Academy Women,1973-02-28
999,Nepal,1973-02-28
999,Oman,1973-02-28
998,Hong Kong,1973-02-28
996,WSC Australia,1973-02-28
995,Canada,1973-02-28
991,Sri Lanka,1973-02-28
987,East Africa,1973-02-28
986,India,1973-02-28
976,West Indies,1973-02-28
973,Australia,1973-02-28
954,Pakistan,1973-02-28
NA,India Women,1973-02-28
NA,Australia Women,1973-02-28
1085,England,1973-03-28
1031,New Zealand,1973-03-28
1005,WSC West Indies,1973-03-28
1003,Zimbabwe,1973-03-28
1001,Bangladeshis,1973-03-28
1001,ICC World XI,1973-03-28
1001,England A,1973-03-28
1001,Africa XI,1973-03-28
1001,Bangladesh Women,1973-03-28
1001,South Africa Women,1973-03-28
1000,United States of America,1973-03-28
1000,Bermuda,1973-03-28
1000,Ireland,1973-03-28
1000,Afghanistan,1973-03-28
1000,Papua New Guinea,1973-03-28
999,Bangladesh,1973-03-28
999,South Africa,1973-03-28
999,United Arab Emirates,1973-03-28
999,Netherlands,1973-03-28
999,Kenya,1973-03-28
999,Scotland,1973-03-28
999,Namibia,1973-03-28
999,Asia XI,1973-03-28
999,Hong Kong Women,1973-03-28
999,Australia Under-21s Women,1973-03-28
999,England Academy Women,1973-03-28
999,Nepal,1973-03-28
999,Oman,1973-03-28
998,Hong Kong,1973-03-28
995,WSC Australia,1973-03-28
995,Canada,1973-03-28
990,Sri Lanka,1973-03-28
985,East Africa,1973-03-28
984,India,1973-03-28
976,Australia,1973-03-28
973,West Indies,1973-03-28
957,Pakistan,1973-03-28
NA,India Women,1973-03-28
NA,Australia Women,1973-03-28
1090,England,1973-04-28
1021,New Zealand,1973-04-28
1005,WSC West Indies,1973-04-28
1003,Zimbabwe,1973-04-28
1001,Bangladeshis,1973-04-28
1001,ICC World XI,1973-04-28
1001,England A,1973-04-28
1001,Africa XI,1973-04-28
1001,Bangladesh Women,1973-04-28
1001,South Africa Women,1973-04-28
1000,United States of America,1973-04-28
1000,Bermuda,1973-04-28
1000,Ireland,1973-04-28
1000,Afghanistan,1973-04-28
1000,Papua New Guinea,1973-04-28
999,Bangladesh,1973-04-28
999,South Africa,1973-04-28
999,United Arab Emirates,1973-04-28
999,Netherlands,1973-04-28
999,Kenya,1973-04-28
999,Scotland,1973-04-28
999,Namibia,1973-04-28
999,Asia XI,1973-04-28
999,Hong Kong Women,1973-04-28
999,Australia Under-21s Women,1973-04-28
999,England Academy Women,1973-04-28
999,Nepal,1973-04-28
999,Oman,1973-04-28
998,Hong Kong,1973-04-28
995,WSC Australia,1973-04-28
994,Canada,1973-04-28
988,Sri Lanka,1973-04-28
983,East Africa,1973-04-28
982,India,1973-04-28
979,Australia,1973-04-28
969,West Indies,1973-04-28
961,Pakistan,1973-04-28
NA,India Women,1973-04-28
NA,Australia Women,1973-04-28
1094,England,1973-05-28
1012,New Zealand,1973-05-28
1006,WSC West Indies,1973-05-28
1004,Zimbabwe,1973-05-28
1001,Bangladeshis,1973-05-28
1001,ICC World XI,1973-05-28
1001,England A,1973-05-28
1001,Africa XI,1973-05-28
1001,Bangladesh Women,1973-05-28
1001,South Africa Women,1973-05-28
1000,United States of America,1973-05-28
1000,Bermuda,1973-05-28
1000,Ireland,1973-05-28
1000,Afghanistan,1973-05-28
1000,Papua New Guinea,1973-05-28
999,Bangladesh,1973-05-28
999,South Africa,1973-05-28
999,United Arab Emirates,1973-05-28
999,Netherlands,1973-05-28
999,Kenya,1973-05-28
999,Scotland,1973-05-28
999,Namibia,1973-05-28
999,Asia XI,1973-05-28
999,Hong Kong Women,1973-05-28
999,Australia Under-21s Women,1973-05-28
999,England Academy Women,1973-05-28
999,Nepal,1973-05-28
999,Oman,1973-05-28
998,Hong Kong,1973-05-28
994,WSC Australia,1973-05-28
993,Canada,1973-05-28
987,Sri Lanka,1973-05-28
983,Australia,1973-05-28
981,East Africa,1973-05-28
980,India,1973-05-28
965,Pakistan,1973-05-28
965,West Indies,1973-05-28
NA,India Women,1973-05-28
NA,Australia Women,1973-05-28
1082,England,1973-06-28
1020,New Zealand,1973-06-28
1007,WSC West Indies,1973-06-28
1004,Zimbabwe,1973-06-28
1001,Bangladeshis,1973-06-28
1001,ICC World XI,1973-06-28
1001,England A,1973-06-28
1001,Africa XI,1973-06-28
1001,Bangladesh Women,1973-06-28
1001,South Africa Women,1973-06-28
1000,United States of America,1973-06-28
1000,Bermuda,1973-06-28
1000,Ireland,1973-06-28
1000,Afghanistan,1973-06-28
1000,Papua New Guinea,1973-06-28
999,Bangladesh,1973-06-28
999,United Arab Emirates,1973-06-28
999,Kenya,1973-06-28
999,Scotland,1973-06-28
999,Namibia,1973-06-28
999,Asia XI,1973-06-28
999,Hong Kong Women,1973-06-28
999,Australia Under-21s Women,1973-06-28
999,England Academy Women,1973-06-28
998,South Africa,1973-06-28
998,Netherlands,1973-06-28
998,Hong Kong,1973-06-28
998,Nepal,1973-06-28
998,Oman,1973-06-28
993,WSC Australia,1973-06-28
992,Canada,1973-06-28
986,Australia,1973-06-28
985,Sri Lanka,1973-06-28
979,East Africa,1973-06-28
978,India,1973-06-28
969,Pakistan,1973-06-28
962,West Indies,1973-06-28
NA,India Women,1973-06-28
NA,Australia Women,1973-06-28
1058,England,1973-07-28
1058,New Zealand,1973-07-28
1007,WSC West Indies,1973-07-28
1005,Zimbabwe,1973-07-28
1002,Bangladeshis,1973-07-28
1001,ICC World XI,1973-07-28
1001,England A,1973-07-28
1001,Africa XI,1973-07-28
1001,Bangladesh Women,1973-07-28
1001,South Africa Women,1973-07-28
1000,United States of America,1973-07-28
1000,Bermuda,1973-07-28
1000,Afghanistan,1973-07-28
1000,Papua New Guinea,1973-07-28
999,Bangladesh,1973-07-28
999,Kenya,1973-07-28
999,Scotland,1973-07-28
999,Asia XI,1973-07-28
999,Ireland,1973-07-28
999,Hong Kong Women,1973-07-28
999,Australia Under-21s Women,1973-07-28
999,England Academy Women,1973-07-28
998,South Africa,1973-07-28
998,United Arab Emirates,1973-07-28
998,Netherlands,1973-07-28
998,Namibia,1973-07-28
998,Nepal,1973-07-28
998,Oman,1973-07-28
997,Hong Kong,1973-07-28
993,WSC Australia,1973-07-28
992,Canada,1973-07-28
990,Australia,1973-07-28
984,Sri Lanka,1973-07-28
977,East Africa,1973-07-28
976,India,1973-07-28
972,Pakistan,1973-07-28
958,West Indies,1973-07-28
NA,India Women,1973-07-28
NA,Australia Women,1973-07-28
1050,New Zealand,1973-08-28
1035,England,1973-08-28
1008,WSC West Indies,1973-08-28
1005,Zimbabwe,1973-08-28
1002,Bangladeshis,1973-08-28
1002,ICC World XI,1973-08-28
1001,West Indies,1973-08-28
1001,England A,1973-08-28
1001,Africa XI,1973-08-28
1001,Bermuda,1973-08-28
1001,Bangladesh Women,1973-08-28
1001,South Africa Women,1973-08-28
1000,United States of America,1973-08-28
1000,Afghanistan,1973-08-28
1000,Papua New Guinea,1973-08-28
999,Bangladesh,1973-08-28
999,Kenya,1973-08-28
999,Scotland,1973-08-28
999,Ireland,1973-08-28
999,Hong Kong Women,1973-08-28
999,Australia Under-21s Women,1973-08-28
999,England Academy Women,1973-08-28
998,South Africa,1973-08-28
998,United Arab Emirates,1973-08-28
998,Netherlands,1973-08-28
998,Namibia,1973-08-28
998,Asia XI,1973-08-28
998,Nepal,1973-08-28
998,Oman,1973-08-28
997,Hong Kong,1973-08-28
993,Australia,1973-08-28
992,WSC Australia,1973-08-28
991,Canada,1973-08-28
982,Sri Lanka,1973-08-28
976,Pakistan,1973-08-28
975,East Africa,1973-08-28
973,India,1973-08-28
NA,India Women,1973-08-28
NA,Australia Women,1973-08-28
1042,New Zealand,1973-09-28
1025,West Indies,1973-09-28
1020,England,1973-09-28
1009,WSC West Indies,1973-09-28
1005,Zimbabwe,1973-09-28
1002,Bangladeshis,1973-09-28
1002,ICC World XI,1973-09-28
1002,Bangladesh Women,1973-09-28
1001,England A,1973-09-28
1001,Africa XI,1973-09-28
1001,Bermuda,1973-09-28
1001,South Africa Women,1973-09-28
1001,Papua New Guinea,1973-09-28
1000,United States of America,1973-09-28
1000,Afghanistan,1973-09-28
999,Bangladesh,1973-09-28
999,Scotland,1973-09-28
999,Ireland,1973-09-28
999,England Academy Women,1973-09-28
998,South Africa,1973-09-28
998,United Arab Emirates,1973-09-28
998,Netherlands,1973-09-28
998,Kenya,1973-09-28
998,Namibia,1973-09-28
998,Asia XI,1973-09-28
998,Hong Kong Women,1973-09-28
998,Australia Under-21s Women,1973-09-28
998,Nepal,1973-09-28
998,Oman,1973-09-28
997,Australia,1973-09-28
997,Hong Kong,1973-09-28
991,WSC Australia,1973-09-28
990,Canada,1973-09-28
981,Sri Lanka,1973-09-28
980,Pakistan,1973-09-28
973,East Africa,1973-09-28
971,India,1973-09-28
NA,India Women,1973-09-28
NA,Australia Women,1973-09-28
1034,New Zealand,1973-10-28
1027,West Indies,1973-10-28
1024,England,1973-10-28
1009,WSC West Indies,1973-10-28
1006,Zimbabwe,1973-10-28
1002,Bangladeshis,1973-10-28
1002,ICC World XI,1973-10-28
1002,Africa XI,1973-10-28
1002,Bangladesh Women,1973-10-28
1002,South Africa Women,1973-10-28
1001,England A,1973-10-28
1001,Bermuda,1973-10-28
1001,Papua New Guinea,1973-10-28
1000,Australia,1973-10-28
1000,United States of America,1973-10-28
1000,Afghanistan,1973-10-28
999,Scotland,1973-10-28
999,Ireland,1973-10-28
998,Bangladesh,1973-10-28
998,South Africa,1973-10-28
998,United Arab Emirates,1973-10-28
998,Netherlands,1973-10-28
998,Kenya,1973-10-28
998,Namibia,1973-10-28
998,Asia XI,1973-10-28
998,Hong Kong Women,1973-10-28
998,Australia Under-21s Women,1973-10-28
998,England Academy Women,1973-10-28
998,Nepal,1973-10-28
998,Oman,1973-10-28
997,Hong Kong,1973-10-28
991,WSC Australia,1973-10-28
990,Canada,1973-10-28
984,Pakistan,1973-10-28
980,Sri Lanka,1973-10-28
971,East Africa,1973-10-28
969,India,1973-10-28
NA,India Women,1973-10-28
NA,Australia Women,1973-10-28
1029,England,1973-11-28
1029,West Indies,1973-11-28
1026,New Zealand,1973-11-28
1010,WSC West Indies,1973-11-28
1006,Zimbabwe,1973-11-28
1004,Australia,1973-11-28
1002,Bangladeshis,1973-11-28
1002,ICC World XI,1973-11-28
1002,Africa XI,1973-11-28
1002,Bangladesh Women,1973-11-28
1002,South Africa Women,1973-11-28
1001,England A,1973-11-28
1001,Bermuda,1973-11-28
1001,Papua New Guinea,1973-11-28
1000,United States of America,1973-11-28
1000,Afghanistan,1973-11-28
999,Scotland,1973-11-28
999,Ireland,1973-11-28
998,Bangladesh,1973-11-28
998,South Africa,1973-11-28
998,United Arab Emirates,1973-11-28
998,Netherlands,1973-11-28
998,Kenya,1973-11-28
998,Namibia,1973-11-28
998,Asia XI,1973-11-28
998,Hong Kong Women,1973-11-28
998,Australia Under-21s Women,1973-11-28
998,England Academy Women,1973-11-28
998,Nepal,1973-11-28
998,Oman,1973-11-28
996,Hong Kong,1973-11-28
990,WSC Australia,1973-11-28
989,Canada,1973-11-28
988,Pakistan,1973-11-28
978,Sri Lanka,1973-11-28
969,East Africa,1973-11-28
967,India,1973-11-28
NA,India Women,1973-11-28
NA,Australia Women,1973-11-28
1034,England,1973-12-28
1031,West Indies,1973-12-28
1018,New Zealand,1973-12-28
1011,WSC West Indies,1973-12-28
1007,Australia,1973-12-28
1007,Zimbabwe,1973-12-28
1002,Bangladeshis,1973-12-28
1002,ICC World XI,1973-12-28
1002,Africa XI,1973-12-28
1002,Bangladesh Women,1973-12-28
1002,South Africa Women,1973-12-28
1001,England A,1973-12-28
1001,Bermuda,1973-12-28
1001,Papua New Guinea,1973-12-28
1000,United States of America,1973-12-28
1000,Afghanistan,1973-12-28
999,Scotland,1973-12-28
999,Ireland,1973-12-28
998,Bangladesh,1973-12-28
998,United Arab Emirates,1973-12-28
998,Kenya,1973-12-28
998,Namibia,1973-12-28
998,Asia XI,1973-12-28
998,Hong Kong Women,1973-12-28
998,Australia Under-21s Women,1973-12-28
998,England Academy Women,1973-12-28
998,Oman,1973-12-28
997,South Africa,1973-12-28
997,Netherlands,1973-12-28
997,Nepal,1973-12-28
996,Hong Kong,1973-12-28
991,Pakistan,1973-12-28
989,WSC Australia,1973-12-28
988,Canada,1973-12-28
977,Sri Lanka,1973-12-28
967,East Africa,1973-12-28
965,India,1973-12-28
NA,India Women,1973-12-28
NA,Australia Women,1973-12-28
1038,England,1974-01-28
1034,West Indies,1974-01-28
1011,Australia,1974-01-28
1011,WSC West Indies,1974-01-28
1010,New Zealand,1974-01-28
1007,Zimbabwe,1974-01-28
1002,Bangladeshis,1974-01-28
1002,ICC World XI,1974-01-28
1002,Africa XI,1974-01-28
1002,Bangladesh Women,1974-01-28
1002,South Africa Women,1974-01-28
1001,England A,1974-01-28
1001,Bermuda,1974-01-28
1001,Papua New Guinea,1974-01-28
1000,United States of America,1974-01-28
1000,Afghanistan,1974-01-28
999,Scotland,1974-01-28
999,Ireland,1974-01-28
998,Bangladesh,1974-01-28
998,United Arab Emirates,1974-01-28
998,Kenya,1974-01-28
998,Namibia,1974-01-28
998,Asia XI,1974-01-28
998,Hong Kong Women,1974-01-28
998,Australia Under-21s Women,1974-01-28
998,England Academy Women,1974-01-28
997,South Africa,1974-01-28
997,Netherlands,1974-01-28
997,Nepal,1974-01-28
997,Oman,1974-01-28
996,Hong Kong,1974-01-28
995,Pakistan,1974-01-28
989,WSC Australia,1974-01-28
987,Canada,1974-01-28
975,Sri Lanka,1974-01-28
965,East Africa,1974-01-28
963,India,1974-01-28
NA,India Women,1974-01-28
NA,Australia Women,1974-01-28
1043,England,1974-02-28
1036,West Indies,1974-02-28
1014,Australia,1974-02-28
1012,WSC West Indies,1974-02-28
1007,Zimbabwe,1974-02-28
1003,Bangladeshis,1974-02-28
1002,New Zealand,1974-02-28
1002,ICC World XI,1974-02-28
1002,England A,1974-02-28
1002,Africa XI,1974-02-28
1002,Bangladesh Women,1974-02-28
1002,South Africa Women,1974-02-28
1001,Bermuda,1974-02-28
1001,Afghanistan,1974-02-28
1001,Papua New Guinea,1974-02-28
1000,United States of America,1974-02-28
999,Pakistan,1974-02-28
999,Scotland,1974-02-28
999,Ireland,1974-02-28
998,Bangladesh,1974-02-28
998,Kenya,1974-02-28
998,Asia XI,1974-02-28
998,Hong Kong Women,1974-02-28
998,Australia Under-21s Women,1974-02-28
998,England Academy Women,1974-02-28
997,South Africa,1974-02-28
997,United Arab Emirates,1974-02-28
997,Netherlands,1974-02-28
997,Namibia,1974-02-28
997,Nepal,1974-02-28
997,Oman,1974-02-28
996,Hong Kong,1974-02-28
988,WSC Australia,1974-02-28
987,Canada,1974-02-28
974,Sri Lanka,1974-02-28
963,East Africa,1974-02-28
960,India,1974-02-28
NA,India Women,1974-02-28
NA,Australia Women,1974-02-28
1056,Australia,1974-03-28
1048,England,1974-03-28
1038,West Indies,1974-03-28
1012,WSC West Indies,1974-03-28
1008,Zimbabwe,1974-03-28
1003,Bangladeshis,1974-03-28
1002,Pakistan,1974-03-28
1002,ICC World XI,1974-03-28
1002,England A,1974-03-28
1002,Africa XI,1974-03-28
1002,Bangladesh Women,1974-03-28
1002,South Africa Women,1974-03-28
1001,Bermuda,1974-03-28
1001,Afghanistan,1974-03-28
1001,Papua New Guinea,1974-03-28
999,Scotland,1974-03-28
999,United States of America,1974-03-28
999,Ireland,1974-03-28
998,Bangladesh,1974-03-28
998,Kenya,1974-03-28
998,Asia XI,1974-03-28
998,Hong Kong Women,1974-03-28
998,Australia Under-21s Women,1974-03-28
998,England Academy Women,1974-03-28
997,South Africa,1974-03-28
997,United Arab Emirates,1974-03-28
997,Netherlands,1974-03-28
997,Namibia,1974-03-28
997,Nepal,1974-03-28
997,Oman,1974-03-28
995,Hong Kong,1974-03-28
988,WSC Australia,1974-03-28
986,Canada,1974-03-28
973,Sri Lanka,1974-03-28
961,East Africa,1974-03-28
958,India,1974-03-28
954,New Zealand,1974-03-28
NA,India Women,1974-03-28
NA,Australia Women,1974-03-28
1053,Australia,1974-04-28
1052,England,1974-04-28
1040,West Indies,1974-04-28
1013,WSC West Indies,1974-04-28
1008,Zimbabwe,1974-04-28
1006,Pakistan,1974-04-28
1003,Bangladeshis,1974-04-28
1003,ICC World XI,1974-04-28
1002,England A,1974-04-28
1002,Africa XI,1974-04-28
1002,Bangladesh Women,1974-04-28
1002,South Africa Women,1974-04-28
1001,Bermuda,1974-04-28
1001,Afghanistan,1974-04-28
1001,Papua New Guinea,1974-04-28
999,Scotland,1974-04-28
999,United States of America,1974-04-28
999,Ireland,1974-04-28
998,Bangladesh,1974-04-28
998,Kenya,1974-04-28
998,Hong Kong Women,1974-04-28
998,Australia Under-21s Women,1974-04-28
998,England Academy Women,1974-04-28
997,South Africa,1974-04-28
997,United Arab Emirates,1974-04-28
997,Netherlands,1974-04-28
997,Namibia,1974-04-28
997,Asia XI,1974-04-28
997,Nepal,1974-04-28
997,Oman,1974-04-28
995,Hong Kong,1974-04-28
987,WSC Australia,1974-04-28
985,Canada,1974-04-28
971,Sri Lanka,1974-04-28
959,East Africa,1974-04-28
956,India,1974-04-28
946,New Zealand,1974-04-28
NA,India Women,1974-04-28
NA,Australia Women,1974-04-28
1057,England,1974-05-28
1047,Australia,1974-05-28
1042,West Indies,1974-05-28
1014,WSC West Indies,1974-05-28
1010,Pakistan,1974-05-28
1009,Zimbabwe,1974-05-28
1003,Bangladeshis,1974-05-28
1003,ICC World XI,1974-05-28
1003,Bangladesh Women,1974-05-28
1002,England A,1974-05-28
1002,Africa XI,1974-05-28
1002,South Africa Women,1974-05-28
1001,Bermuda,1974-05-28
1001,Afghanistan,1974-05-28
1001,Papua New Guinea,1974-05-28
999,Scotland,1974-05-28
999,United States of America,1974-05-28
999,Ireland,1974-05-28
998,Bangladesh,1974-05-28
998,Australia Under-21s Women,1974-05-28
998,England Academy Women,1974-05-28
997,South Africa,1974-05-28
997,United Arab Emirates,1974-05-28
997,Netherlands,1974-05-28
997,Kenya,1974-05-28
997,Namibia,1974-05-28
997,Asia XI,1974-05-28
997,Hong Kong Women,1974-05-28
997,Nepal,1974-05-28
997,Oman,1974-05-28
995,Hong Kong,1974-05-28
986,WSC Australia,1974-05-28
984,Canada,1974-05-28
970,Sri Lanka,1974-05-28
958,East Africa,1974-05-28
954,India,1974-05-28
943,New Zealand,1974-05-28
NA,India Women,1974-05-28
NA,Australia Women,1974-05-28
1073,England,1974-06-28
1045,West Indies,1974-06-28
1040,Australia,1974-06-28
1014,Pakistan,1974-06-28
1014,WSC West Indies,1974-06-28
1009,Zimbabwe,1974-06-28
1003,Bangladeshis,1974-06-28
1003,ICC World XI,1974-06-28
1003,Bangladesh Women,1974-06-28
1002,England A,1974-06-28
1002,Africa XI,1974-06-28
1002,South Africa Women,1974-06-28
1001,Bermuda,1974-06-28
1001,Afghanistan,1974-06-28
1001,Papua New Guinea,1974-06-28
999,United States of America,1974-06-28
999,Ireland,1974-06-28
998,Bangladesh,1974-06-28
998,Scotland,1974-06-28
998,England Academy Women,1974-06-28
997,South Africa,1974-06-28
997,United Arab Emirates,1974-06-28
997,Netherlands,1974-06-28
997,Kenya,1974-06-28
997,Namibia,1974-06-28
997,Asia XI,1974-06-28
997,Hong Kong Women,1974-06-28
997,Australia Under-21s Women,1974-06-28
997,Nepal,1974-06-28
997,Oman,1974-06-28
995,Hong Kong,1974-06-28
986,WSC Australia,1974-06-28
984,Canada,1974-06-28
968,Sri Lanka,1974-06-28
956,East Africa,1974-06-28
940,New Zealand,1974-06-28
936,India,1974-06-28
NA,India Women,1974-06-28
